"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"2003","Eugene O'Neill",2014,"The Book Of Mormon",6,102.8,8748.4,1625096.2
"2004","Eugene O'Neill",2014,"The Book Of Mormon",7,103,9025.5,1664485
"2005","Eugene O'Neill",2014,"The Book Of Mormon",8,103,8970.8,1668347
"2006","Eugene O'Neill",2014,"The Book Of Mormon",9,102.75,8749,1572010
"2007","Eugene O'Neill",2014,"The Book Of Mormon",10,102.75,8749.25,1652972
"2008","Eugene O'Neill",2014,"The Book Of Mormon",11,103,8749.4,1644699.2
"2009","Eugene O'Neill",2014,"The Book Of Mormon",12,103,8749.75,1855345.5
"2010","Eugene O'Neill",2015,"The Book Of Mormon",1,103,9024.75,1767070
"2011","Eugene O'Neill",2015,"The Book Of Mormon",2,102.5,8721.25,1519071.5
"2012","Eugene O'Neill",2015,"The Book Of Mormon",3,102.8,8749.2,1500447.8
"2013","Eugene O'Neill",2015,"The Book Of Mormon",4,102.75,8739.25,1493136.25
"2014","Eugene O'Neill",2015,"The Book Of Mormon",5,102.8,8745,1471513.2
"2015","Eugene O'Neill",2015,"The Book Of Mormon",6,102.75,8742,1503840
"2016","Eugene O'Neill",2015,"The Book Of Mormon",7,102.75,9018,1498055.75
"2017","Eugene O'Neill",2015,"The Book Of Mormon",8,102.4,8937.4,1478271.8
"2018","Eugene O'Neill",2015,"The Book Of Mormon",9,102.25,8736.5,1478654.5
"2019","Eugene O'Neill",2015,"The Book Of Mormon",10,102.5,8740.5,1511873
"2020","Eugene O'Neill",2015,"The Book Of Mormon",11,102,8924,1507735.4
"2021","Eugene O'Neill",2015,"The Book Of Mormon",12,102.25,8713.5,1658671
"2022","Eugene O'Neill",2016,"The Book Of Mormon",1,102,8482.8,1465223.4
"2023","Eugene O'Neill",2016,"The Book Of Mormon",2,101.75,8680.5,1353022
"2024","Eugene O'Neill",2016,"The Book Of Mormon",3,102.5,8743.25,1353608.5
"2025","Eugene O'Neill",2016,"The Book Of Mormon",4,102,8708.5,1332970.75
"2026","Eugene O'Neill",2016,"The Book Of Mormon",5,102.2,8722,1339814.8
"2027","Eugene O'Neill",2016,"The Book Of Mormon",6,102.25,8734.25,1347922.25
"2028","Eugene O'Neill",2016,"The Book Of Mormon",7,102.4,9166.4,1388734.2
"2029","Eugene O'Neill",2016,"The Book Of Mormon",8,102,8733,1316262
"2030","Ford Center",2001,"42Nd Street '01",4,76.3333333333333,11209.6666666667,469509.333333333
"2031","Ford Center",2001,"42Nd Street '01",5,79,11321.75,609705
"2032","Ford Center",2001,"42Nd Street '01",6,86,12635.25,794732.25
"2033","Ford Center",2001,"42Nd Street '01",7,86.8,12743.4,865164.8
"2034","Ford Center",2001,"42Nd Street '01",8,86.25,12717.75,864649.75
"2035","Ford Center",2001,"42Nd Street '01",9,74.6,10259.4,643178.4
"2036","Ford Center",2001,"42Nd Street '01",10,88.25,13028.75,795665.5
"2037","Ford Center",2001,"42Nd Street '01",11,84.25,12395.75,786881.75
"2038","Ford Center",2001,"42Nd Street '01",12,88.6,13342.2,916152
"2039","Ford Center",2002,"42Nd Street '01",1,76.3333333333333,11061.3333333333,722534
"2040","Ford Center",2002,"42Nd Street '01",2,79.5,11516,746416.75
"2041","Ford Center",2002,"42Nd Street '01",3,87.2,12648.8,805176.8
"2042","Ford Center",2002,"42Nd Street '01",4,87,12588.25,842092.5
"2043","Ford Center",2002,"42Nd Street '01",5,79.75,11566.75,737622.75
"2044","Ford Center",2002,"42Nd Street '01",6,85,12326.6,744163.2
"2045","Ford Center",2002,"42Nd Street '01",7,83.25,12026,699878.25
"2046","Ford Center",2002,"42Nd Street '01",8,84.25,12231.5,743430.75
"2047","Ford Center",2002,"42Nd Street '01",9,65.6,9325.6,564103
"2048","Ford Center",2002,"42Nd Street '01",10,76,11014,714246.75
"2049","Ford Center",2002,"42Nd Street '01",11,67,9743.25,617915.75
"2050","Ford Center",2002,"42Nd Street '01",12,79.2,11489.8,802598
"2051","Ford Center",2003,"42Nd Street '01",1,76.6666666666667,11163.3333333333,616047
"2052","Ford Center",2003,"42Nd Street '01",2,76.25,11075,630647.25
"2053","Ford Center",2003,"42Nd Street '01",3,72,9753.2,527055.4
"2054","Ford Center",2003,"42Nd Street '01",4,79.25,11483,656473.25
"2055","Ford Center",2003,"42Nd Street '01",5,77.25,11191.5,624582.25
"2056","Ford Center",2003,"42Nd Street '01",6,82.2,11919.4,656924.2
"2057","Ford Center",2003,"42Nd Street '01",7,89.75,13028.75,720195.25
"2058","Ford Center",2003,"42Nd Street '01",8,87.8,12433.8,701260.8
"2059","Ford Center",2003,"42Nd Street '01",9,68.75,10007,539354.75
"2060","Ford Center",2003,"42Nd Street '01",10,83.5,12064,687476
"2061","Ford Center",2003,"42Nd Street '01",11,69.2,10030.2,586848
"2062","Ford Center",2003,"42Nd Street '01",12,71.75,10442.5,682952.5
"2063","Ford Center",2004,"42Nd Street '01",1,66,9557.5,560489.75
"2064","Ford Center",2004,"42Nd Street '01",2,61.6,8916,476524.6
"2065","Ford Center",2004,"42Nd Street '01",3,78.75,11445.5,601989.25
"2066","Ford Center",2004,"42Nd Street '01",4,84,12150,679138.25
"2067","Ford Center",2004,"42Nd Street '01",5,70,10114.4,555960.4
"2068","Ford Center",2004,"42Nd Street '01",6,79.75,11553.5,632973
"2069","Ford Center",2004,"42Nd Street '01",7,81,11747,640970.25
"2070","Ford Center",2004,"42Nd Street '01",8,74.6,10780.8,584588
"2071","Ford Center",2004,"42Nd Street '01",9,64.75,9376.25,495401.25
"2072","Ford Center",2004,"42Nd Street '01",10,84.8,12293.8,663885
"2073","Ford Center",2004,"42Nd Street '01",11,77.5,11251.75,691090.75
"2074","Ford Center",2004,"42Nd Street '01",12,79,11478.75,748038.25
"2075","Ford Center",2005,"42Nd Street '01",1,100,14448,1128583
"2076","Ford Center (Livent)",2000,"Ragtime",1,82.6666666666667,11935.3333333333,624806.666666667
"2077","Ford Center (Tcn)",2000,"Jesus Christ Superstar",3,92,8377,395488
"2078","Ford Center (Tcn)",2000,"Jesus Christ Superstar",4,90.4,13048.8,598686.4
"2079","Ford Center (Tcn)",2000,"Jesus Christ Superstar",5,74.5,10811,512728.5
"2080","Ford Center (Tcn)",2000,"Jesus Christ Superstar",6,56.25,8155.5,415397.5
"2081","Ford Center (Tcn)",2000,"Jesus Christ Superstar",7,66.8,9704.8,414910
"2082","Ford Center (Tcn)",2000,"Jesus Christ Superstar",8,71.25,10345.75,414643.25
"2083","Ford Center (Tcn)",2000,"Jesus Christ Superstar",9,75,10831,449888
"2084","Foxwoods",2010,"Spider-Man Turn Off The Dark",11,100,1923,200605
"2085","Foxwoods",2010,"Spider-Man Turn Off The Dark",12,99,9559.5,952852.5
"2086","Foxwoods",2011,"Spider-Man Turn Off The Dark",1,97.4,13556,1471787.4
"2087","Foxwoods",2011,"Spider-Man Turn Off The Dark",2,92.5,14278.25,1415866.5
"2088","Foxwoods",2011,"Spider-Man Turn Off The Dark",3,93.25,13931.5,1391481.75
"2089","Foxwoods",2011,"Spider-Man Turn Off The Dark",4,87.3333333333333,13483.3333333333,1351735
"2090","Foxwoods",2011,"Spider-Man Turn Off The Dark",5,95.3333333333333,12854.6666666667,1131462
"2091","Foxwoods",2011,"Spider-Man Turn Off The Dark",6,98.25,15180.75,1333638.75
"2092","Foxwoods",2011,"Spider-Man Turn Off The Dark",7,99.2,15324.6,1741540.6
"2093","Foxwoods",2011,"Spider-Man Turn Off The Dark",8,95.25,13342,1490291
"2094","Foxwoods",2011,"Spider-Man Turn Off The Dark",9,84,12990.75,1300428
"2095","Foxwoods",2011,"Spider-Man Turn Off The Dark",10,88.6,13679.2,1447298.6
"2096","Foxwoods",2011,"Spider-Man Turn Off The Dark",11,88.25,13632,1574153.5
"2097","Foxwoods",2011,"Spider-Man Turn Off The Dark",12,86,13288.25,1527906.25
"2098","Foxwoods",2012,"Spider-Man Turn Off The Dark",1,96,15219.4,1790329.6
"2099","Foxwoods",2012,"Spider-Man Turn Off The Dark",2,93.5,14462.25,1499816.5
"2100","Foxwoods",2012,"Spider-Man Turn Off The Dark",3,89.25,13791.75,1410556
"2101","Foxwoods",2012,"Spider-Man Turn Off The Dark",4,88.2,13626.6,1636284.2
"2102","Foxwoods",2012,"Spider-Man Turn Off The Dark",5,82.25,12712.25,1347324
"2103","Foxwoods",2012,"Spider-Man Turn Off The Dark",6,87,13455,1481715.5
"2104","Foxwoods",2012,"Spider-Man Turn Off The Dark",7,94.6,14594.2,1715401
"2105","Foxwoods",2012,"Spider-Man Turn Off The Dark",8,88.5,13650.75,1583856.5
"2106","Foxwoods",2012,"Spider-Man Turn Off The Dark",9,82,12671.6,1225991
"2107","Foxwoods",2012,"Spider-Man Turn Off The Dark",10,80.25,12011.25,1241940.25
"2108","Foxwoods",2012,"Spider-Man Turn Off The Dark",11,75.75,11020.25,1195153.25
"2109","Foxwoods",2012,"Spider-Man Turn Off The Dark",12,79.4,12640,1525461.4
"2110","Foxwoods",2013,"Spider-Man Turn Off The Dark",1,83.25,12877,1281297
"2111","Foxwoods",2013,"Spider-Man Turn Off The Dark",2,81.5,12533.25,1141411
"2112","Foxwoods",2013,"Spider-Man Turn Off The Dark",3,86.2,13329.2,1266922.8
"2113","Foxwoods",2013,"Spider-Man Turn Off The Dark",4,80,12344.5,1128251.25
"2114","Foxwoods",2013,"Spider-Man Turn Off The Dark",5,78.75,12172.75,1073848.75
"2115","Foxwoods",2013,"Spider-Man Turn Off The Dark",6,82.4,12751.4,1131949.4
"2116","Foxwoods",2013,"Spider-Man Turn Off The Dark",7,86.25,13318.5,1318447
"2117","Foxwoods",2013,"Spider-Man Turn Off The Dark",8,79.5,11466.75,1098576.5
"2118","Foxwoods",2013,"Spider-Man Turn Off The Dark",9,73.6,9702.4,766538.4
"2119","Foxwoods",2013,"Spider-Man Turn Off The Dark",10,82.25,10440.75,814547.75
"2120","Foxwoods",2013,"Spider-Man Turn Off The Dark",11,77,9788.25,780349.5
"2121","Foxwoods",2013,"Spider-Man Turn Off The Dark",12,100.6,13634,1368116.4
"2122","Foxwoods",2014,"Spider-Man Turn Off The Dark",1,96,14895,1782904
"2123","Friedman",2008,"To Be Or Not To Be",9,52,2698.5,135812
"2124","Friedman",2008,"To Be Or Not To Be",10,46.25,2406.5,128618.75
"2125","Friedman",2008,"To Be Or Not To Be",11,44.3333333333333,2312.33333333333,126649.666666667
"2126","Friedman",2009,"Accent On Youth",4,68,3400.33333333333,169550.333333333
"2127","Friedman",2009,"Accent On Youth",5,61,3172.6,168660.8
"2128","Friedman",2009,"Accent On Youth",6,75.25,3921.75,169205
"2129","Friedman",2009,"The American Plan",1,57.75,2629.5,125808.5
"2130","Friedman",2009,"The American Plan",2,72.5,3782,204105.5
"2131","Friedman",2009,"The American Plan",3,62.25,3234.25,170535.25
"2132","Friedman",2009,"The Royal Family",9,74.5,3864.5,162755.5
"2133","Friedman",2009,"The Royal Family",10,90.5,4558.75,224739.25
"2134","Friedman",2009,"The Royal Family",11,74.8,3903.2,214105.4
"2135","Friedman",2009,"The Royal Family",12,74.5,3886,166295.5
"2136","Friedman",2010,"Collected Stories",4,64.3333333333333,2856,110592
"2137","Friedman",2010,"Collected Stories",5,64.2,3325.6,147840.4
"2138","Friedman",2010,"Collected Stories",6,68,3521.5,138830.5
"2139","Friedman",2010,"The Pitmen Painters",9,79.5,4135,195049
"2140","Friedman",2010,"The Pitmen Painters",10,74.8,3881.6,224475.6
"2141","Friedman",2010,"The Pitmen Painters",11,63.5,3315.25,172985.5
"2142","Friedman",2010,"The Pitmen Painters",12,69.5,3611.5,163356
"2143","Friedman",2010,"Time Stands Still",1,87.75,4568.75,220192
"2144","Friedman",2010,"Time Stands Still",2,94.25,4897.5,310945.5
"2145","Friedman",2010,"Time Stands Still",3,94.25,4739,312592
"2146","Friedman",2011,"Good People",2,92,4783.66666666667,281874
"2147","Friedman",2011,"Good People",3,98.25,5106.5,345513.5
"2148","Friedman",2011,"Good People",4,99.75,5176.25,389412
"2149","Friedman",2011,"Good People",5,98.4,5118.6,428020.8
"2150","Friedman",2011,"Master Class '11",6,73,3784,202978.5
"2151","Friedman",2011,"Master Class '11",7,92,4730.6,279443.8
"2152","Friedman",2011,"Master Class '11",8,90.5,4200,273698.75
"2153","Friedman",2011,"Master Class '11",9,96,4935,346806
"2154","Friedman",2011,"Venus In Fur",10,81,3650.66666666667,214149.333333333
"2155","Friedman",2011,"Venus In Fur",11,95.5,4978.25,336389.25
"2156","Friedman",2011,"Venus In Fur",12,99.6666666666667,5181.33333333333,408940
"2157","Friedman",2012,"An Enemy Of The People",9,84,4201.25,171353
"2158","Friedman",2012,"An Enemy Of The People",10,75.75,3900.75,223980
"2159","Friedman",2012,"An Enemy Of The People",11,66.6666666666667,3159.33333333333,128683.333333333
"2160","Friedman",2012,"The Columnist",4,88.5,4194.25,225176.5
"2161","Friedman",2012,"The Columnist",5,87,4524,294825
"2162","Friedman",2012,"The Columnist",6,79.25,4119,248927.25
"2163","Friedman",2012,"The Columnist",7,80,4176.5,214685.5
"2164","Friedman",2012,"The Other Place",12,70.6666666666667,3484,157129.666666667
"2165","Friedman",2012,"Wit",1,85.75,4087.5,179666.25
"2166","Friedman",2012,"Wit",2,78.25,4075.5,241355.25
"2167","Friedman",2012,"Wit",3,81.6666666666667,4070.33333333333,206106.333333333
"2168","Friedman",2013,"The Assembled Parties",3,75.5,2940.5,127781.5
"2169","Friedman",2013,"The Assembled Parties",4,86,4359.25,207473.25
"2170","Friedman",2013,"The Assembled Parties",5,92.75,4826.75,350065.5
"2171","Friedman",2013,"The Assembled Parties",6,85,4421.4,345587.6
"2172","Friedman",2013,"The Assembled Parties",7,84.5,4389,297100
"2173","Friedman",2013,"The Other Place",1,86.75,4469.75,238672
"2174","Friedman",2013,"The Other Place",2,83.5,4300.25,287152.5
"2175","Friedman",2013,"The Other Place",3,85,4397,301779
"2176","Friedman",2013,"The Snow Geese",10,89.5,4369.75,242236.75
"2177","Friedman",2013,"The Snow Geese",11,76,3957.25,235048
"2178","Friedman",2013,"The Snow Geese",12,72,3591.66666666667,155681.333333333
"2179","Friedman",2014,"Casa Valentina",4,84.75,4248,192632.75
"2180","Friedman",2014,"Casa Valentina",5,83.75,4313.5,268937.75
"2181","Friedman",2014,"Casa Valentina",6,77,3974,236436.4
"2182","Friedman",2014,"Constellations",12,89,4043,355131.5
"2183","Friedman",2014,"Outside Mullingar",1,89,3964.75,208248.5
"2184","Friedman",2014,"Outside Mullingar",2,93.25,4850.25,348521.25
"2185","Friedman",2014,"Outside Mullingar",3,96,4989,374899.333333333
"2186","Friedman",2014,"The Country House",9,86.3333333333333,4317.66666666667,217983.333333333
"2187","Friedman",2014,"The Country House",10,80.75,4197.5,242301.25
"2188","Friedman",2014,"The Country House",11,69.25,3591.75,190193.25
"2189","Friedman",2015,"Airline Highway",4,81,3837.25,126187.75
"2190","Friedman",2015,"Airline Highway",5,70.4,3533.8,169445.6
"2191","Friedman",2015,"Airline Highway",6,74,3690,169126
"2192","Friedman",2015,"Constellations",1,98.5,5124.25,436623
"2193","Friedman",2015,"Constellations",2,98.5,5131,532508.75
"2194","Friedman",2015,"Constellations",3,99.3333333333333,5812,685130
"2195","Friedman",2015,"Fool For Love",9,80.5,3588.5,208523
"2196","Friedman",2015,"Fool For Love",10,92.5,4734.25,308663.25
"2197","Friedman",2015,"Fool For Love",11,78.2,3900.8,300258.2
"2198","Friedman",2015,"Fool For Love",12,76,3629,284434
"2199","Friedman",2016,"Our Mother'S Brief Affair",1,76.2,3497,161566.6
"2200","Friedman",2016,"Our Mother'S Brief Affair",2,67.25,3507.5,187998
"2201","Friedman",2016,"Our Mother'S Brief Affair",3,77,3993,167916
"2202","Friedman",2016,"The Father 2016",3,68,3094,163744
"2203","Friedman",2016,"The Father 2016",4,80,4170.25,235835.75
"2204","Friedman",2016,"The Father 2016",5,72,3742.2,279529.6
"2205","Friedman",2016,"The Father 2016",6,78,4049.33333333333,304911.666666667
"2206","Gershwin",2000,"Riverdance",3,96.25,12000.5,693147
"2207","Gershwin",2000,"Riverdance",4,92,14137.6,876233.4
"2208","Gershwin",2000,"Riverdance",5,81.5,12558,766708.5
"2209","Gershwin",2000,"Riverdance",6,80,12339.75,739933.25
"2210","Gershwin",2000,"Riverdance",7,71.4,11002,595499.6
"2211","Gershwin",2000,"Riverdance",8,75,11555,622465.25
"2212","Gershwin",2000,"Riverdance",9,61.5,9458.75,460929
"2213","Gershwin",2000,"Riverdance",10,62.8,9666.8,479065.2
"2214","Gershwin",2000,"Riverdance",11,68,10499.25,504744.5
"2215","Gershwin",2000,"Riverdance",12,68.8,10621.8,554841.4
"2216","Gershwin",2000,"Tango Argentino '99",1,46.5,7191.5,284029
"2217","Gershwin",2001,"Riverdance",1,66.5,10250.5,499392
"2218","Gershwin",2001,"Riverdance",2,71.25,10978.5,511934.75
"2219","Gershwin",2001,"Riverdance",3,77.75,11984,533598
"2220","Gershwin",2001,"Riverdance",4,82,12615.8,557833.2
"2221","Gershwin",2001,"Riverdance",5,72.75,11242.5,476283
"2222","Gershwin",2001,"Riverdance",6,58,8980.5,400423.25
"2223","Gershwin",2001,"Riverdance",7,76.6,11783.4,523286.2
"2224","Gershwin",2001,"Riverdance",8,88.25,13560,695445.25
"2225","Gershwin",2002,"Oklahoma!",2,100,1671,128814
"2226","Gershwin",2002,"Oklahoma!",3,99,11904.6,748425.8
"2227","Gershwin",2002,"Oklahoma!",4,95,12719.75,910704.75
"2228","Gershwin",2002,"Oklahoma!",5,92,12316,857512
"2229","Gershwin",2002,"Oklahoma!",6,95,12671,863576.6
"2230","Gershwin",2002,"Oklahoma!",7,85.5,11443,727932.75
"2231","Gershwin",2002,"Oklahoma!",8,79.5,10642,654961
"2232","Gershwin",2002,"Oklahoma!",9,64.6,8648.4,516286.8
"2233","Gershwin",2002,"Oklahoma!",10,77.5,10337,659393
"2234","Gershwin",2002,"Oklahoma!",11,65,8695.5,527519.5
"2235","Gershwin",2002,"Oklahoma!",12,73.2,9808.4,704669.8
"2236","Gershwin",2003,"Oklahoma!",1,62.75,8382.25,420185.25
"2237","Gershwin",2003,"Oklahoma!",2,65,8707.5,408788.25
"2238","Gershwin",2003,"Wicked",10,98.3333333333333,12179,738704.333333333
"2239","Gershwin",2003,"Wicked",11,95.6,13558.4,925144.2
"2240","Gershwin",2003,"Wicked",12,96.25,13669.5,1064907.5
"2241","Gershwin",2004,"Wicked",1,96.5,13683.25,1056137.25
"2242","Gershwin",2004,"Wicked",2,97,13774.8,994600.4
"2243","Gershwin",2004,"Wicked",3,98.25,13930.5,1043198.5
"2244","Gershwin",2004,"Wicked",4,100,14184,1105706.25
"2245","Gershwin",2004,"Wicked",5,100,14177.8,1090313
"2246","Gershwin",2004,"Wicked",6,100,14184,1121127.75
"2247","Gershwin",2004,"Wicked",7,100,14184,1156090.75
"2248","Gershwin",2004,"Wicked",8,100,14414.4,1192006.8
"2249","Gershwin",2004,"Wicked",9,99.5,14413,1185500.5
"2250","Gershwin",2004,"Wicked",10,100,14472,1188688.4
"2251","Gershwin",2004,"Wicked",11,100,14472,1219897.25
"2252","Gershwin",2004,"Wicked",12,100,14472,1237855.75
"2253","Gershwin",2005,"Wicked",1,100,14472,1248153.2
"2254","Gershwin",2005,"Wicked",2,99.75,14432,1228567.75
"2255","Gershwin",2005,"Wicked",3,100,14472,1208984.25
"2256","Gershwin",2005,"Wicked",4,100,14472,1220375
"2257","Gershwin",2005,"Wicked",5,100,14472,1246495.6
"2258","Gershwin",2005,"Wicked",6,100,14472,1262021.25
"2259","Gershwin",2005,"Wicked",7,100,14472,1301891.8
"2260","Gershwin",2005,"Wicked",8,100,14472,1314062.5
"2261","Gershwin",2005,"Wicked",9,99.75,14432.5,1277322.5
"2262","Gershwin",2005,"Wicked",10,100,14472,1289137
"2263","Gershwin",2005,"Wicked",11,100,14472,1365343.75
"2264","Gershwin",2005,"Wicked",12,100,14472,1371676.75
"2265","Gershwin",2006,"Wicked",1,99.8,14455.6,1403426
"2266","Gershwin",2006,"Wicked",2,99.5,14387.75,1347774.75
"2267","Gershwin",2006,"Wicked",3,100,14472,1333631.25
"2268","Gershwin",2006,"Wicked",4,100,14472,1378983.2
"2269","Gershwin",2006,"Wicked",5,100,14472,1345783
"2270","Gershwin",2006,"Wicked",6,100,14472,1363439.75
"2271","Gershwin",2006,"Wicked",7,100,14472,1439371.2
"2272","Gershwin",2006,"Wicked",8,100,14472,1443093.75
"2273","Gershwin",2006,"Wicked",9,99.75,14422.5,1396502.5
"2274","Gershwin",2006,"Wicked",10,100,14458.2,1405189
"2275","Gershwin",2006,"Wicked",11,99.5,14416.25,1472222.25
"2276","Gershwin",2006,"Wicked",12,99.8,14444.2,1557121.6
"2277","Gershwin",2007,"Wicked",1,99.75,14407.75,1381896.5
"2278","Gershwin",2007,"Wicked",2,98.25,14227.25,1370271.75
"2279","Gershwin",2007,"Wicked",3,99.75,14448,1373916.5
"2280","Gershwin",2007,"Wicked",4,100,14472,1427702.6
"2281","Gershwin",2007,"Wicked",5,100,14472,1392241.25
"2282","Gershwin",2007,"Wicked",6,100,14472,1415683.75
"2283","Gershwin",2007,"Wicked",7,100,14472,1469587.4
"2284","Gershwin",2007,"Wicked",8,100,14472,1484610.75
"2285","Gershwin",2007,"Wicked",9,98.6,14277.6,1404971
"2286","Gershwin",2007,"Wicked",10,99.5,14349.5,1429536
"2287","Gershwin",2007,"Wicked",11,99.5,11699,1094300
"2288","Gershwin",2007,"Wicked",12,100,13375.4,1476830.2
"2289","Gershwin",2008,"Wicked",1,98.25,14220.5,1402651.75
"2290","Gershwin",2008,"Wicked",2,98.75,14270.75,1381662
"2291","Gershwin",2008,"Wicked",3,99.6,14408,1448815.6
"2292","Gershwin",2008,"Wicked",4,100,14472,1495816.75
"2293","Gershwin",2008,"Wicked",5,100,14472,1442754
"2294","Gershwin",2008,"Wicked",6,100,14472,1462780.4
"2295","Gershwin",2008,"Wicked",7,100,14472,1519314.25
"2296","Gershwin",2008,"Wicked",8,100,14472,1526000.6
"2297","Gershwin",2008,"Wicked",9,98,14221.5,1369738
"2298","Gershwin",2008,"Wicked",10,99.25,14368,1418128.25
"2299","Gershwin",2008,"Wicked",11,97,14016.2,1439663.6
"2300","Gershwin",2008,"Wicked",12,98,14157,1533943.25
"2301","Gershwin",2009,"Wicked",1,96.25,13930.75,1418642.75
"2302","Gershwin",2009,"Wicked",2,94.75,13715,1265201.75
"2303","Gershwin",2009,"Wicked",3,97.8,14160.2,1327246.6
"2304","Gershwin",2009,"Wicked",4,99.25,14353.25,1482503.75
"2305","Gershwin",2009,"Wicked",5,100,14456.6,1427490.2
"2306","Gershwin",2009,"Wicked",6,100,14472,1575911.75
"2307","Gershwin",2009,"Wicked",7,100,14465.25,1614263.25
"2308","Gershwin",2009,"Wicked",8,100,14472,1633211.2
"2309","Gershwin",2009,"Wicked",9,98.25,14232,1469822
"2310","Gershwin",2009,"Wicked",10,99.25,14343,1525877.5
"2311","Gershwin",2009,"Wicked",11,97.4,14096.4,1613236.8
"2312","Gershwin",2009,"Wicked",12,98.25,14213,1714384
"2313","Gershwin",2010,"Wicked",1,97.6,14118.6,1567996.6
