"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"5570","St. James",2007,"The Producers",3,55,7521.75,474911.25
"5571","St. James",2007,"The Producers",4,65,8865.5,552466
"5572","St. James",2008,"Dr. Seuss' How The Grinch Stole Christmas! 07",1,55,11220,647223
"5573","St. James",2008,"Gypsy '08",3,69.75,9289.25,557112.25
"5574","St. James",2008,"Gypsy '08",4,84.75,11574,831579.25
"5575","St. James",2008,"Gypsy '08",5,73,9928.75,813061
"5576","St. James",2008,"Gypsy '08",6,72.6,9928.4,791897
"5577","St. James",2008,"Gypsy '08",7,81,11025.75,804402.25
"5578","St. James",2008,"Gypsy '08",8,72,9872.8,725404.8
"5579","St. James",2008,"Gypsy '08",9,69.5,9473,634002.75
"5580","St. James",2008,"Gypsy '08",10,75,10227.25,705572.5
"5581","St. James",2008,"Gypsy '08",11,57,7787.4,536701.8
"5582","St. James",2008,"Gypsy '08",12,60.75,8288.75,553289.25
"5583","St. James",2009,"Desire Under The Elms",4,37,4114,194809
"5584","St. James",2009,"Desire Under The Elms",5,40.5,4542.25,248083
"5585","St. James",2009,"Finian'S Rainbow",10,73.6666666666667,7557.33333333333,310192.333333333
"5586","St. James",2009,"Finian'S Rainbow",11,67,9099.8,517764.4
"5587","St. James",2009,"Finian'S Rainbow",12,61,8290.75,572858
"5588","St. James",2009,"Gypsy '08",1,91,12389.5,782102.5
"5589","St. James",2010,"American Idiot",3,77,6564,568483
"5590","St. James",2010,"American Idiot",4,79.25,9847.5,645147.75
"5591","St. James",2010,"American Idiot",5,72.2,9853.4,808026.8
"5592","St. James",2010,"American Idiot",6,67.25,8888.5,750131.75
"5593","St. James",2010,"American Idiot",7,69.5,9488.25,767833.25
"5594","St. James",2010,"American Idiot",8,69,9427.4,749160.4
"5595","St. James",2010,"American Idiot",9,60.5,7992.5,502711.5
"5596","St. James",2010,"American Idiot",10,59.8,8193.8,615147.6
"5597","St. James",2010,"American Idiot",11,50,6853,506805
"5598","St. James",2010,"American Idiot",12,49.5,6547.5,484153.25
"5599","St. James",2010,"Finian'S Rainbow",1,76.6666666666667,10441.6666666667,692665
"5600","St. James",2011,"American Idiot",1,75.2,10591.4,909879.6
"5601","St. James",2011,"American Idiot",2,80.25,10985.25,992445
"5602","St. James",2011,"American Idiot",3,59.25,8131.5,472184.75
"5603","St. James",2011,"American Idiot",4,71.25,9723.25,833212
"5604","St. James",2011,"Hair '11",7,51.75,7204.5,342686.25
"5605","St. James",2011,"Hair '11",8,52.5,6842.75,344332.25
"5606","St. James",2011,"Hair '11",9,49,6762,352842
"5607","St. James",2011,"On A Clear Day You Can See Forever",11,83,5814.66666666667,532821.666666667
"5608","St. James",2011,"On A Clear Day You Can See Forever",12,77.5,7701,634175.25
"5609","St. James",2012,"Bring It On The Musical",7,93.6666666666667,7761.33333333333,359223.666666667
"5610","St. James",2012,"Bring It On The Musical",8,77.5,7971.5,465115.5
"5611","St. James",2012,"Bring It On The Musical",9,69.6,7439.6,449294.6
"5612","St. James",2012,"Bring It On The Musical",10,60.5,6473.75,396483.25
"5613","St. James",2012,"Bring It On The Musical",11,56.25,5709.75,398404.5
"5614","St. James",2012,"Bring It On The Musical",12,74,7915.6,609204
"5615","St. James",2012,"Leap Of Faith",4,89,8488,243140
"5616","St. James",2012,"Leap Of Faith",5,73.5,8034.5,185640
"5617","St. James",2012,"On A Clear Day You Can See Forever",1,71.8,8063.4,623602.6
"5618","St. James",2013,"Let It Be",7,65,8746,384355
"5619","St. James",2013,"Let It Be",8,44.75,5981.25,345375.25
"5620","St. James",2013,"Let It Be",9,51,6933,385586
"5621","St. James",2013,"Manilow On Broadway",1,88,2886,447956
"5622","St. James",2013,"Manilow On Broadway",2,76.5,6246,700603.75
"5623","St. James",2013,"Manilow On Broadway",3,93,7562,910345
"5624","St. James",2014,"Bullets Over Broadway",3,92,10454.6666666667,774822.666666667
"5625","St. James",2014,"Bullets Over Broadway",4,86.25,11236,877300.75
"5626","St. James",2014,"Bullets Over Broadway",5,78.25,10222.25,929572.5
"5627","St. James",2014,"Bullets Over Broadway",6,61.6,8055,716493.4
"5628","St. James",2014,"Bullets Over Broadway",7,62,8078,617332.75
"5629","St. James",2014,"Bullets Over Broadway",8,70.5,9178.25,643152
"5630","St. James",2014,"Side Show 2014",11,72.8,6997,419882.2
"5631","St. James",2014,"Side Show 2014",12,68.5,7133,513283
"5632","St. James",2015,"Side Show 2014",1,99,10327,810486
"5633","St. James",2015,"Something Rotten!",3,99,10307,363874
"5634","St. James",2015,"Something Rotten!",4,94.5,10358,636444.5
"5635","St. James",2015,"Something Rotten!",5,90.6,12094.6,963845.2
"5636","St. James",2015,"Something Rotten!",6,91,12122.5,1152898
"5637","St. James",2015,"Something Rotten!",7,89.25,11896,1080322
"5638","St. James",2015,"Something Rotten!",8,82.8,11061,1018146.8
"5639","St. James",2015,"Something Rotten!",9,76.75,9697,889723.25
"5640","St. James",2015,"Something Rotten!",10,80.75,10321,976360
"5641","St. James",2015,"Something Rotten!",11,71.2,8816.6,799754.2
"5642","St. James",2015,"Something Rotten!",12,72,9145.75,912010.75
"5643","St. James",2016,"Something Rotten!",1,74.2,8792.8,763872.6
"5644","St. James",2016,"Something Rotten!",2,73.75,8674.75,685074
"5645","St. James",2016,"Something Rotten!",3,79.25,10086,825275.5
"5646","St. James",2016,"Something Rotten!",4,74,9192,743366.5
"5647","St. James",2016,"Something Rotten!",5,65.2,8305.8,673025.4
"5648","St. James",2016,"Something Rotten!",6,67.5,7934.25,664547.75
"5649","St. James",2016,"Something Rotten!",7,72.2,8213.8,674798.2
"5650","St. James",2016,"Something Rotten!",8,70,7546,608772.5
"5651","Stephen Sondheim",2010,"The Pee-Wee Herman Show",10,70,5908,608450
"5652","Stephen Sondheim",2010,"The Pee-Wee Herman Show",11,76.75,6484,591344
"5653","Stephen Sondheim",2010,"The Pee-Wee Herman Show",12,72.25,5903.5,582322
"5654","Stephen Sondheim",2011,"Anything Goes '11",3,98,7044.33333333333,497583
"5655","Stephen Sondheim",2011,"Anything Goes '11",4,100,8224.25,624736.75
"5656","Stephen Sondheim",2011,"Anything Goes '11",5,99.6,8174.6,732311.8
"5657","Stephen Sondheim",2011,"Anything Goes '11",6,100.5,7995.5,784496.75
"5658","Stephen Sondheim",2011,"Anything Goes '11",7,100.6,8245,851291.2
"5659","Stephen Sondheim",2011,"Anything Goes '11",8,92.75,7056.75,718449.5
"5660","Stephen Sondheim",2011,"Anything Goes '11",9,93,7651,786475.5
"5661","Stephen Sondheim",2011,"Anything Goes '11",10,95.4,7817.4,830289.2
"5662","Stephen Sondheim",2011,"Anything Goes '11",11,86.5,7101,727761.75
"5663","Stephen Sondheim",2011,"Anything Goes '11",12,81.5,6486.75,680542
"5664","Stephen Sondheim",2011,"The Pee-Wee Herman Show",1,92,8715,993845
"5665","Stephen Sondheim",2012,"Anything Goes '11",1,89,7496.6,726931.4
"5666","Stephen Sondheim",2012,"Anything Goes '11",2,89.25,7333.5,641659.25
"5667","Stephen Sondheim",2012,"Anything Goes '11",3,91,7455,645937.75
"5668","Stephen Sondheim",2012,"Anything Goes '11",4,80.8,6636.8,582103.2
"5669","Stephen Sondheim",2012,"Anything Goes '11",5,75.5,6205,479448
"5670","Stephen Sondheim",2012,"Anything Goes '11",6,79,6482.25,459200.25
"5671","Stephen Sondheim",2012,"Anything Goes '11",7,91.5,7502.5,493323
"5672","Stephen Sondheim",2013,"Beautiful",11,85,4359,507431
"5673","Stephen Sondheim",2013,"Beautiful",12,85.4,7010.4,752889.2
"5674","Stephen Sondheim",2013,"The Trip To Bountiful",3,92,1948,161233
"5675","Stephen Sondheim",2013,"The Trip To Bountiful",4,76.5,6507,442894.5
"5676","Stephen Sondheim",2013,"The Trip To Bountiful",5,68,5801.75,506768.25
"5677","Stephen Sondheim",2013,"The Trip To Bountiful",6,61,5191,471150.2
"5678","Stephen Sondheim",2013,"The Trip To Bountiful",7,61.75,5258.5,430730.5
"5679","Stephen Sondheim",2013,"The Trip To Bountiful",8,67.5,5572,480070.25
"5680","Stephen Sondheim",2013,"The Trip To Bountiful",9,75.6,5616.4,509855.8
"5681","Stephen Sondheim",2013,"The Trip To Bountiful",10,93,4811,495414
"5682","Stephen Sondheim",2014,"Beautiful",1,91,7481,762278
"5683","Stephen Sondheim",2014,"Beautiful",2,91.25,7491,848222
"5684","Stephen Sondheim",2014,"Beautiful",3,86.4,7089.8,823999.2
"5685","Stephen Sondheim",2014,"Beautiful",4,95,7819.5,957085.75
"5686","Stephen Sondheim",2014,"Beautiful",5,100.25,8226,1069270.25
"5687","Stephen Sondheim",2014,"Beautiful",6,100.8,8252.8,1166676.6
"5688","Stephen Sondheim",2014,"Beautiful",7,101,8263,1262528
"5689","Stephen Sondheim",2014,"Beautiful",8,98.2,8057.6,1292230.4
"5690","Stephen Sondheim",2014,"Beautiful",9,97.5,7992.5,1238238.75
"5691","Stephen Sondheim",2014,"Beautiful",10,101,8267.5,1328868
"5692","Stephen Sondheim",2014,"Beautiful",11,98.2,8056,1273578
"5693","Stephen Sondheim",2014,"Beautiful",12,97.5,8238,1365471.75
"5694","Stephen Sondheim",2015,"Beautiful",1,92.5,7590.75,1111919.25
"5695","Stephen Sondheim",2015,"Beautiful",2,91.25,7490,1034930.5
"5696","Stephen Sondheim",2015,"Beautiful",3,90,7377.6,999601.4
"5697","Stephen Sondheim",2015,"Beautiful",4,91.75,7541.25,997038
"5698","Stephen Sondheim",2015,"Beautiful",5,92.6,7622,1057708.4
"5699","Stephen Sondheim",2015,"Beautiful",6,93.75,7675.75,1001226
"5700","Stephen Sondheim",2015,"Beautiful",7,92.25,7579.75,947279
"5701","Stephen Sondheim",2015,"Beautiful",8,93,7620.6,927391.8
"5702","Stephen Sondheim",2015,"Beautiful",9,99.75,8199.75,1024717.25
"5703","Stephen Sondheim",2015,"Beautiful",10,98.75,8105.5,1077596.75
"5704","Stephen Sondheim",2015,"Beautiful",11,93,7645.2,973698.8
"5705","Stephen Sondheim",2015,"Beautiful",12,91.25,7495,1026690.75
"5706","Stephen Sondheim",2016,"Beautiful",1,92.6,7217.2,884989.2
"5707","Stephen Sondheim",2016,"Beautiful",2,88,7259.25,865344.75
"5708","Stephen Sondheim",2016,"Beautiful",3,92,7568.75,875250.5
"5709","Stephen Sondheim",2016,"Beautiful",4,91,7484.25,908747.25
"5710","Stephen Sondheim",2016,"Beautiful",5,95.2,7811,951084.2
"5711","Stephen Sondheim",2016,"Beautiful",6,92.25,7575.75,883418
"5712","Stephen Sondheim",2016,"Beautiful",7,83.8,6905,749103.8
"5713","Stephen Sondheim",2016,"Beautiful",8,83,6838.5,726097
"5714","Studio 54",2004,"Assassins",4,86.25,6073.5,314548.25
"5715","Studio 54",2004,"Assassins",5,90.6,6621.6,362323.8
"5716","Studio 54",2004,"Assassins",6,94.25,6884.5,420988.25
"5717","Studio 54",2004,"Assassins",7,96,7046.66666666667,423539.333333333
"5718","Studio 54",2004,"Pacific Overtures",11,85,5494.33333333333,292816.333333333
"5719","Studio 54",2004,"Pacific Overtures",12,76.75,5658.75,297446
"5720","Studio 54",2005,"A Streetcar Named Desire 05",3,88,1766,105473
"5721","Studio 54",2005,"A Streetcar Named Desire 05",4,75,5831.5,296917
"5722","Studio 54",2005,"A Streetcar Named Desire 05",5,73.6,5195.2,272588.2
"5723","Studio 54",2005,"A Streetcar Named Desire 05",6,71.25,5372.25,282537.75
"5724","Studio 54",2005,"A Streetcar Named Desire 05",7,68,5440,293214
"5725","Studio 54",2005,"A Touch Of The Poet",11,71.3333333333333,4980,261059.666666667
"5726","Studio 54",2005,"A Touch Of The Poet",12,66.25,5083,264964.75
"5727","Studio 54",2005,"Pacific Overtures",1,87.8,6460.4,340360.6
"5728","Studio 54",2006,"A Touch Of The Poet",1,85.8,6754,353321.6
"5729","Studio 54",2006,"The Apple Tree",12,74,5645.6,317624
"5730","Studio 54",2006,"The Threepenny Opera",3,95,4801,361936
"5731","Studio 54",2006,"The Threepenny Opera",4,89.4,7186.2,421711.4
"5732","Studio 54",2006,"The Threepenny Opera",5,89.25,7186.75,410652
"5733","Studio 54",2006,"The Threepenny Opera",6,89.5,7200,423263.5
"5734","Studio 54",2007,"110 In The Shade",4,78.5,5865,282761
"5735","Studio 54",2007,"110 In The Shade",5,82,5916.5,300358.5
"5736","Studio 54",2007,"110 In The Shade",6,88.5,7057,354325.25
"5737","Studio 54",2007,"110 In The Shade",7,87,6917.8,357454.4
"5738","Studio 54",2007,"The Apple Tree",1,80.75,6296.75,332880
"5739","Studio 54",2007,"The Apple Tree",2,70.75,5686.25,302022.75
"5740","Studio 54",2007,"The Apple Tree",3,72,5796,324896
"5741","Studio 54",2007,"The Ritz",9,74.3333333333333,4777.33333333333,211914.666666667
"5742","Studio 54",2007,"The Ritz",10,78.25,6284.25,281867.5
"5743","Studio 54",2007,"The Ritz",11,77.25,6215,289179.75
"5744","Studio 54",2007,"The Ritz",12,67,5409,259301.5
"5745","Studio 54",2008,"Pal Joey",11,89.3333333333333,5378.33333333333,306753.666666667
"5746","Studio 54",2008,"Pal Joey",12,83.5,6692.5,370555.25
"5747","Studio 54",2008,"Sunday In The Park With George '08",1,93,4656,251038
"5748","Studio 54",2008,"Sunday In The Park With George '08",2,85.75,6903.25,365277.5
"5749","Studio 54",2008,"Sunday In The Park With George '08",3,94.6,7593.6,430010.4
"5750","Studio 54",2008,"Sunday In The Park With George '08",4,93.25,7482.5,420178.75
"5751","Studio 54",2008,"Sunday In The Park With George '08",5,73.5,5915.25,333593.75
"5752","Studio 54",2008,"Sunday In The Park With George '08",6,82.6,6627.2,387105
"5753","Studio 54",2009,"Pal Joey",1,88.75,7149.5,381654.5
"5754","Studio 54",2009,"Pal Joey",2,81.75,6571,340803
"5755","Studio 54",2009,"Pal Joey",3,75,6034,282275
"5756","Studio 54",2009,"Waiting For Godot",4,90.75,6365,344104
"5757","Studio 54",2009,"Waiting For Godot",5,91.4,7333,426108.4
"5758","Studio 54",2009,"Waiting For Godot",6,101,8106.25,546016
"5759","Studio 54",2009,"Waiting For Godot",7,103.5,8307,608616.5
"5760","Studio 54",2009,"Wishful Drinking",9,67,5417,232375
"5761","Studio 54",2009,"Wishful Drinking",10,85.75,6894,342659.25
"5762","Studio 54",2009,"Wishful Drinking",11,77.2,6206.2,361390.6
"5763","Studio 54",2009,"Wishful Drinking",12,65.25,5234.5,302302.5
"5764","Studio 54",2010,"Brief Encounter",9,70.3333333333333,5011,187024.333333333
"5765","Studio 54",2010,"Brief Encounter",10,70.6,5662.2,323395.4
"5766","Studio 54",2010,"Brief Encounter",11,74.25,5924.5,354647.5
"5767","Studio 54",2010,"Brief Encounter",12,64.5,5031,300639.5
"5768","Studio 54",2010,"Sondheim On Sondheim",3,82.5,4093,242503
"5769","Studio 54",2010,"Sondheim On Sondheim",4,84.75,6824.5,375774.75
"5770","Studio 54",2010,"Sondheim On Sondheim",5,80.4,6288.8,395866
"5771","Studio 54",2010,"Sondheim On Sondheim",6,71,5713.25,346301.75
"5772","Studio 54",2010,"Wishful Drinking",1,82,5751.33333333333,343577
"5773","Studio 54",2011,"Brief Encounter",1,86,6867,411174
"5774","Studio 54",2011,"The People In The Picture",4,65.5,4429,158639.75
"5775","Studio 54",2011,"The People In The Picture",5,60.4,4817.2,220311.4
"5776","Studio 54",2011,"The People In The Picture",6,64.3333333333333,4943.66666666667,244435.333333333
"5777","Studio 54",2012,"Harvey",5,92.5,5998,388018.5
"5778","Studio 54",2012,"Harvey",6,97.5,7843,519551.75
"5779","Studio 54",2012,"Harvey",7,101.8,8184,648286
"5780","Studio 54",2012,"Harvey",8,103,9291,707136
"5781","Studio 54",2012,"The Mystery Of Edwin Drood '12",10,78,4902,200074.5
"5782","Studio 54",2012,"The Mystery Of Edwin Drood '12",11,74.5,5833,266785
"5783","Studio 54",2012,"The Mystery Of Edwin Drood '12",12,76.6,6138,423515.2
"5784","Studio 54",2013,"The Mystery Of Edwin Drood '12",1,75.75,6067.5,381994
"5785","Studio 54",2013,"The Mystery Of Edwin Drood '12",2,71.5,5753,341043
"5786","Studio 54",2013,"The Mystery Of Edwin Drood '12",3,72.5,5842,357164.5
"5787","Studio 54",2014,"Cabaret '14",3,99,3881.5,375126.5
"5788","Studio 54",2014,"Cabaret '14",4,99.5,6820.5,644845
"5789","Studio 54",2014,"Cabaret '14",5,98.75,7011.75,746082.5
"5790","Studio 54",2014,"Cabaret '14",6,95.6,6847.2,748342.4
"5791","Studio 54",2014,"Cabaret '14",7,93.25,6658.25,790117.25
"5792","Studio 54",2014,"Cabaret '14",8,92.6,6619.2,811718.8
"5793","Studio 54",2014,"Cabaret '14",9,77.5,5538.75,622824.75
"5794","Studio 54",2014,"Cabaret '14",10,80,5712.25,657727.25
"5795","Studio 54",2014,"Cabaret '14",11,88.8,6352.2,760823
"5796","Studio 54",2014,"Cabaret '14",12,98.75,7068,913177
"5797","Studio 54",2015,"An Act Of God",5,86.75,6053.25,659936.5
"5798","Studio 54",2015,"An Act Of God",6,89,7162.5,885574.25
"5799","Studio 54",2015,"An Act Of God",7,94.75,7613.25,956461.25
"5800","Studio 54",2015,"An Act Of God",8,98,7883,1074778
"5801","Studio 54",2015,"Cabaret '14",1,99,6854,920788
"5802","Studio 54",2015,"Cabaret '14",2,96.5,6891.5,900930
"5803","Studio 54",2015,"Cabaret '14",3,92.8,6614.4,801877.4
"5804","Studio 54",2015,"Thérèse Raquin",10,69,4798.75,341082.75
"5805","Studio 54",2015,"Thérèse Raquin",11,67.6,5502.4,402469.6
"5806","Studio 54",2015,"Thérèse Raquin",12,59.75,4733,359326
"5807","Studio 54",2016,"She Loves Me 2016",2,72.5,4217.5,282257.5
"5808","Studio 54",2016,"She Loves Me 2016",3,89.75,7256.5,475612.25
"5809","Studio 54",2016,"She Loves Me 2016",4,83,6693.75,551864.25
"5810","Studio 54",2016,"She Loves Me 2016",5,91,7324.8,632194
"5811","Studio 54",2016,"She Loves Me 2016",6,95.75,7421,643162.25
"5812","Studio 54",2016,"She Loves Me 2016",7,97.5,7544.5,668058.5
"5813","Studio 54",2016,"Thérèse Raquin",1,76,5452,370028
"5814","Studio 54 ('98)",2000,"Cabaret 98",1,92,6770.4,453189.6
"5815","Studio 54 ('98)",2000,"Cabaret 98",2,89.75,6636,430379
"5816","Studio 54 ('98)",2000,"Cabaret 98",3,94.25,6909,459676.75
"5817","Studio 54 ('98)",2000,"Cabaret 98",4,91.8,6760.8,465490.8
"5818","Studio 54 ('98)",2000,"Cabaret 98",5,91,6681.5,461031.5
"5819","Studio 54 ('98)",2000,"Cabaret 98",6,85.75,6315,424308
"5820","Studio 54 ('98)",2000,"Cabaret 98",7,91.8,6756,420074
"5821","Studio 54 ('98)",2000,"Cabaret 98",8,92.75,6808.25,435381
"5822","Studio 54 ('98)",2000,"Cabaret 98",9,91,6686.5,425990.75
"5823","Studio 54 ('98)",2000,"Cabaret 98",10,92.6,6815.6,439083.2
"5824","Studio 54 ('98)",2000,"Cabaret 98",11,88.5,6511.5,427563.25
"5825","Studio 54 ('98)",2000,"Cabaret 98",12,87.4,6440.2,436362.2
"5826","Studio 54 ('98)",2001,"Cabaret 98",1,87.75,6471.5,379107.75
"5827","Studio 54 ('98)",2001,"Cabaret 98",2,91.75,6759.75,382955.5
"5828","Studio 54 ('98)",2001,"Cabaret 98",3,95.75,7065.75,405693.75
"5829","Studio 54 ('98)",2001,"Cabaret 98",4,92.8,6830.2,403085.8
"5830","Studio 54 ('98)",2001,"Cabaret 98",5,83.5,6134,391721
"5831","Studio 54 ('98)",2001,"Cabaret 98",6,84.25,6198.25,385789
"5832","Studio 54 ('98)",2001,"Cabaret 98",7,95.4,7014,399028.6
"5833","Studio 54 ('98)",2001,"Cabaret 98",8,94,6918.25,445624
"5834","Studio 54 ('98)",2001,"Cabaret 98",9,81.4,5834.6,356733.6
"5835","Studio 54 ('98)",2001,"Cabaret 98",10,95.75,7021.5,416930.5
"5836","Studio 54 ('98)",2001,"Cabaret 98",11,82,6042.75,365126.75
"5837","Studio 54 ('98)",2001,"Cabaret 98",12,82.8,6074.8,400297.8
"5838","Studio 54 ('98)",2002,"Cabaret 98",1,95.5,7010.25,385656
"5839","Studio 54 ('98)",2002,"Cabaret 98",2,96,7062,389151
"5840","Studio 54 ('98)",2002,"Cabaret 98",3,97.2,7174,411507.4
"5841","Studio 54 ('98)",2002,"Cabaret 98",4,89.75,6592.25,394895.25
"5842","Studio 54 ('98)",2002,"Cabaret 98",5,90.75,6699.25,410358.25
"5843","Studio 54 ('98)",2002,"Cabaret 98",6,93,6854.8,412174.6
"5844","Studio 54 ('98)",2002,"Cabaret 98",7,95,6999,411816
"5845","Studio 54 ('98)",2002,"Cabaret 98",8,94,6900.25,422697.25
"5846","Studio 54 ('98)",2002,"Cabaret 98",9,83.6,6152.4,368207.2
"5847","Studio 54 ('98)",2002,"Cabaret 98",10,86.25,6361.5,380114
"5848","Studio 54 ('98)",2002,"Cabaret 98",11,81,5951.5,347051
"5849","Studio 54 ('98)",2002,"Cabaret 98",12,82.4,6050.8,396848.6
"5850","Studio 54 ('98)",2003,"Cabaret 98",1,88,6488.75,360751.25
"5851","Studio 54 ('98)",2003,"Cabaret 98",2,86.5,6369,329908
"5852","Studio 54 ('98)",2003,"Cabaret 98",3,93.6,6906.4,351885.4
"5853","Studio 54 ('98)",2003,"Cabaret 98",4,87,6390.25,335420.25
"5854","Studio 54 ('98)",2003,"Cabaret 98",5,81,5978.75,323075.25
"5855","Studio 54 ('98)",2003,"Cabaret 98",6,82.8,6104.2,316852.2
"5856","Studio 54 ('98)",2003,"Cabaret 98",7,94.75,6977.5,332512.5
"5857","Studio 54 ('98)",2003,"Cabaret 98",8,91,6535.2,338959.6
"5858","Studio 54 ('98)",2003,"Cabaret 98",9,86.5,6355.75,327667.75
"5859","Studio 54 ('98)",2003,"Cabaret 98",10,93.5,6869.5,384005
"5860","Studio 54 ('98)",2003,"Cabaret 98",11,78.8,5783.2,324368.4
"5861","Studio 54 ('98)",2003,"Cabaret 98",12,83,6104.25,370089
"5862","Studio 54 ('98)",2004,"Cabaret 98",1,96,7095,536433
"5863","Virginia",2000,"Gore Vidal'S The Best Man",9,83.3333333333333,8378,357313
"5864","Virginia",2000,"Gore Vidal'S The Best Man",10,66.8,6730.6,380588.4
"5865","Virginia",2000,"Gore Vidal'S The Best Man",11,62,6254,354040
"5866","Virginia",2000,"Gore Vidal'S The Best Man",12,56.6,5690.4,321525.2
"5867","Virginia",2000,"Smokey Joe'S Cafe",1,53.3333333333333,5174.33333333333,286068.333333333
"5868","Virginia",2000,"The Wild Party",3,76,5540.66666666667,249070.333333333
"5869","Virginia",2000,"The Wild Party",4,60.8,5607,281269.6
"5870","Virginia",2000,"The Wild Party",5,55.75,5471,291593.25
"5871","Virginia",2000,"The Wild Party",6,64.5,6314.5,299795
"5872","Virginia",2001,"King Hedley Ii",4,65,6533.66666666667,207916.666666667
"5873","Virginia",2001,"King Hedley Ii",5,59.75,6013,226106.25
"5874","Virginia",2001,"King Hedley Ii",6,46.5,4689.25,177486.5
"5875","Virginia",2001,"King Hedley Ii",7,63,6393,241478
"5876","Virginia",2002,"Flower Drum Song",9,89,7541,495567
"5877","Virginia",2002,"Flower Drum Song",10,85.5,8017,532407.5
"5878","Virginia",2002,"Flower Drum Song",11,86.75,8426.75,591502.75
"5879","Virginia",2002,"Flower Drum Song",12,72.6,7034.4,533469.2
"5880","Virginia",2002,"The Crucible 02",2,90,4919,350530
"5881","Virginia",2002,"The Crucible 02",3,83.6,7756.6,510771.8
"5882","Virginia",2002,"The Crucible 02",4,75.5,7063.5,479144.75
"5883","Virginia",2002,"The Crucible 02",5,65.25,6141.5,402094.25
"5884","Virginia",2002,"The Crucible 02",6,77,6790,438920
"5885","Virginia",2003,"Bill Maher: Victory Begins At Home",5,40,4011.33333333333,177953.666666667
"5886","Virginia",2003,"Flower Drum Song",1,63.75,6173,370188.5
"5887","Virginia",2003,"Flower Drum Song",2,61.5,5981,323852
"5888","Virginia",2003,"Flower Drum Song",3,65,5395.33333333333,276576
"5889","Virginia",2003,"Little Shop Of Horrors",8,95,4585,224313
"5890","Virginia",2003,"Little Shop Of Horrors",9,85.25,8259.25,420052.25
"5891","Virginia",2003,"Little Shop Of Horrors",10,66,6393.75,414537.5
"5892","Virginia",2003,"Little Shop Of Horrors",11,67.8,6544.8,457171
"5893","Virginia",2003,"Little Shop Of Horrors",12,73,7067.25,504697.75
"5894","Virginia",2004,"Little Shop Of Horrors",1,75.25,7289.75,460629.5
"5895","Virginia",2004,"Little Shop Of Horrors",2,68.6,6624.2,370778.2
"5896","Virginia",2004,"Little Shop Of Horrors",3,73.75,7134.5,401782.75
"5897","Virginia",2004,"Little Shop Of Horrors",4,82.75,8024.25,461312.25
"5898","Virginia",2004,"Little Shop Of Horrors",5,55.2,5349,292092.2
"5899","Virginia",2004,"Little Shop Of Horrors",6,64.5,6246.5,331272
"5900","Virginia",2004,"Little Shop Of Horrors",7,63,6098.75,327052
"5901","Virginia",2004,"Little Shop Of Horrors",8,70.25,6789.5,374431.25
"5902","Virginia",2004,"Little Women",12,78.3333333333333,7365.66666666667,490742.666666667
"5903","Virginia",2005,"Jersey Boys",10,54,4976.5,298117
"5904","Virginia",2005,"Little Women",1,73.8,7395.8,481585
"5905","Virginia",2005,"Little Women",2,73.25,7152.5,439485
"5906","Virginia",2005,"Little Women",3,62.5,6116,384518.5
"5907","Virginia",2005,"Little Women",4,57,5572.75,356135
"5908","Virginia",2005,"Little Women",5,48.5,4749.5,298143.5
"5909","Vivian Beaumont",2000,"Contact",3,95,7089.25,452141.25
"5910","Vivian Beaumont",2000,"Contact",4,96,8202.2,545292.2
"5911","Vivian Beaumont",2000,"Contact",5,97.75,8337,579389.5
"5912","Vivian Beaumont",2000,"Contact",6,99.75,8490,597197.5
"5913","Vivian Beaumont",2000,"Contact",7,99.4,8477.4,627127.4
"5914","Vivian Beaumont",2000,"Contact",8,99.75,8500.5,646264
"5915","Vivian Beaumont",2000,"Contact",9,98.75,8408.75,629063
"5916","Vivian Beaumont",2000,"Contact",10,99.4,8489.6,635132.8
"5917","Vivian Beaumont",2000,"Contact",11,95.75,8162.75,607961.25
"5918","Vivian Beaumont",2000,"Contact",12,94.6,8073.8,607264.8
"5919","Vivian Beaumont",2000,"Marie Christine",1,81,6480,310527
"5920","Vivian Beaumont",2000,"Matters Of The Heart",10,73.6666666666667,1328.66666666667,47576.6666666667
"5921","Vivian Beaumont",2000,"Matters Of The Heart",11,81.75,1764.5,64192.5
"5922","Vivian Beaumont",2000,"Matters Of The Heart",12,95.6666666666667,2038.66666666667,76243.3333333333
"5923","Vivian Beaumont",2000,"Morning, Noon And Night",1,84,1322,48394.5
"5924","Vivian Beaumont",2001,"Barbara Cook: Mostly Sondheim",12,95,1012,39219
"5925","Vivian Beaumont",2001,"Contact",1,83.75,7153,526792
"5926","Vivian Beaumont",2001,"Contact",2,82,7016.75,501504.25
"5927","Vivian Beaumont",2001,"Contact",3,89.25,7628,505617
"5928","Vivian Beaumont",2001,"Contact",4,92.6,7891.8,510833.8
"5929","Vivian Beaumont",2001,"Contact",5,86.25,7340.75,483181.25
"5930","Vivian Beaumont",2001,"Contact",6,75.75,6480.75,426152.25
"5931","Vivian Beaumont",2001,"Contact",7,81.8,6984.2,431531.6
"5932","Vivian Beaumont",2001,"Contact",8,81.5,6957,430749.25
"5933","Vivian Beaumont",2001,"Contact",9,78.4,6083,321435.8
"5934","Vivian Beaumont",2001,"Contact",10,91,7734.5,393354
"5935","Vivian Beaumont",2001,"Contact",11,78.25,6666.25,357912
"5936","Vivian Beaumont",2001,"Contact",12,88.2,7535.6,458663.4
