"","Theatre","Show","Type","Date","Year","Month","Avg_Attendance","Avg_Gross","Avg_Capacity"
"20643","Helen Hayes","Rock Of Ages","Musical","10/6/13",2013,10,4331,391241,93
"20644","Richard Rodgers","Romeo And Juliet","Play","10/6/13",2013,10,5108,366705,48
"20645","Circle In The Square","Soul Doctor","Musical","10/6/13",2013,10,3849,111912,69
"20646","Foxwoods","Spider-Man Turn Off The Dark","Musical","10/6/13",2013,10,9392,654748,74
"20647","Eugene O'Neill","The Book Of Mormon","Musical","10/6/13",2013,10,8752,1760259,103
"20648","Booth","The Glass Menagerie '13","Play","10/6/13",2013,10,6162,641797,99
"20649","Minskoff","The Lion King","Musical","10/6/13",2013,10,13287,1722720,98
"20650","Majestic","The Phantom Of The Opera","Musical","10/6/13",2013,10,10512,850637,82
"20651","Friedman","The Snow Geese","Play","10/6/13",2013,10,3691,200041,81
"20652","Stephen Sondheim","The Trip To Bountiful","Play","10/6/13",2013,10,6474,673002,87
"20653","American Airlines","The Winslow Boy","Play","10/6/13",2013,10,3531,169325,60
"20654","Gershwin","Wicked","Musical","10/6/13",2013,10,13328,1543608,92
"20655","Lyceum","A Night With Janis Joplin","Musical","10/13/13",2013,10,5023,353070,93
"20656","Golden","A Time To Kill","Play","10/13/13",2013,10,5464,278494,85
"20657","Palace","Annie '12","Musical","10/13/13",2013,10,9182,735228,81
"20658","Ethel Barrymore","Betrayal '13","Play","10/13/13",2013,10,7371,1112027,100
"20659","Neil Simon","Big Fish","Musical","10/13/13",2013,10,10112,856110,90
"20660","Ambassador","Chicago","Musical","10/13/13",2013,10,7961,684614,92
"20661","Broadway","Cinderella","Musical","10/13/13",2013,10,9964,842893,71
"20662","Longacre","First Date","Musical","10/13/13",2013,10,6559,448331,77
"20663","August Wilson","Jersey Boys","Musical","10/13/13",2013,10,8862,980494,90
"20664","Al Hirschfeld","Kinky Boots","Musical","10/13/13",2013,10,11480,1810202,101
"20665","Winter Garden","Mamma Mia!","Musical","10/13/13",2013,10,10027,900507,84
"20666","Shubert","Matilda","Musical","10/13/13",2013,10,11499,1430085,100
"20667","Lunt-Fontanne","Motown The Musical","Musical","10/13/13",2013,10,12124,1488380,101
"20668","Nederlander","Newsies","Musical","10/13/13",2013,10,9198,843620,97
"20669","Jacobs","Once","Musical","10/13/13",2013,10,7692,798203,91
"20670","Music Box","Pippin","Musical","10/13/13",2013,10,8007,989455,101
"20671","Helen Hayes","Rock Of Ages","Musical","10/13/13",2013,10,4090,399628,88
"20672","Richard Rodgers","Romeo And Juliet","Play","10/13/13",2013,10,5832,470744,55
"20673","Circle In The Square","Soul Doctor","Musical","10/13/13",2013,10,4202,128256,75
"20674","Foxwoods","Spider-Man Turn Off The Dark","Musical","10/13/13",2013,10,11243,956929,89
"20675","Eugene O'Neill","The Book Of Mormon","Musical","10/13/13",2013,10,8752,1844539,103
"20676","Booth","The Glass Menagerie '13","Play","10/13/13",2013,10,6327,724363,102
"20677","Minskoff","The Lion King","Musical","10/13/13",2013,10,13603,1885054,100
"20678","Majestic","The Phantom Of The Opera","Musical","10/13/13",2013,10,11986,1023947,93
"20679","Friedman","The Snow Geese","Play","10/13/13",2013,10,4030,236863,89
"20680","Stephen Sondheim","The Trip To Bountiful","Play","10/13/13",2013,10,3148,317826,99
"20681","American Airlines","The Winslow Boy","Play","10/13/13",2013,10,4232,199512,71
"20682","Gershwin","Wicked","Musical","10/13/13",2013,10,14430,1874654,100
"20683","Lyceum","A Night With Janis Joplin","Musical","10/20/13",2013,10,4980,397767,92
"20684","Golden","A Time To Kill","Play","10/20/13",2013,10,5659,250779,88
"20685","Brooks Atkinson","After Midnight","Musical","10/20/13",2013,10,2968,235823,98
"20686","Palace","Annie '12","Musical","10/20/13",2013,10,9177,708039,81
"20687","Ethel Barrymore","Betrayal '13","Play","10/20/13",2013,10,8424,1250565,100
"20688","Neil Simon","Big Fish","Musical","10/20/13",2013,10,9700,841498,86
"20689","Ambassador","Chicago","Musical","10/20/13",2013,10,7661,648594,89
"20690","Broadway","Cinderella","Musical","10/20/13",2013,10,9758,789856,70
"20691","Longacre","First Date","Musical","10/20/13",2013,10,6264,411385,73
"20692","August Wilson","Jersey Boys","Musical","10/20/13",2013,10,9111,967800,93
"20693","Al Hirschfeld","Kinky Boots","Musical","10/20/13",2013,10,11482,1669794,101
"20694","Winter Garden","Mamma Mia!","Musical","10/20/13",2013,10,10063,894941,84
"20695","Shubert","Matilda","Musical","10/20/13",2013,10,10773,1278480,94
"20696","Lunt-Fontanne","Motown The Musical","Musical","10/20/13",2013,10,12133,1464583,101
"20697","Nederlander","Newsies","Musical","10/20/13",2013,10,9042,803577,95
"20698","Jacobs","Once","Musical","10/20/13",2013,10,7216,745326,85
"20699","Music Box","Pippin","Musical","10/20/13",2013,10,7930,957303,100
"20700","Helen Hayes","Rock Of Ages","Musical","10/20/13",2013,10,4464,406072,96
"20701","Richard Rodgers","Romeo And Juliet","Play","10/20/13",2013,10,5619,447953,53
"20702","Foxwoods","Spider-Man Turn Off The Dark","Musical","10/20/13",2013,10,10701,856976,84
"20703","Eugene O'Neill","The Book Of Mormon","Musical","10/20/13",2013,10,8752,1767297,103
"20704","Booth","The Glass Menagerie '13","Play","10/20/13",2013,10,6299,722255,101
"20705","Minskoff","The Lion King","Musical","10/20/13",2013,10,13458,1804890,99
"20706","Majestic","The Phantom Of The Opera","Musical","10/20/13",2013,10,11915,1044707,93
"20707","Friedman","The Snow Geese","Play","10/20/13",2013,10,4886,280700,94
"20708","American Airlines","The Winslow Boy","Play","10/20/13",2013,10,4862,203093,82
"20709","Belasco","Twelfth Night/Richard Iii","Play","10/20/13",2013,10,6129,468429,97
"20710","Gershwin","Wicked","Musical","10/20/13",2013,10,14256,1719816,99
"20711","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","10/27/13",2013,10,4893,311467,82
"20712","Lyceum","A Night With Janis Joplin","Musical","10/27/13",2013,10,5143,433141,84
"20713","Golden","A Time To Kill","Play","10/27/13",2013,10,4010,247168,62
"20714","Brooks Atkinson","After Midnight","Musical","10/27/13",2013,10,7519,431132,93
"20715","Palace","Annie '12","Musical","10/27/13",2013,10,8926,654875,79
"20716","Ethel Barrymore","Betrayal '13","Play","10/27/13",2013,10,8424,1103682,100
"20717","Neil Simon","Big Fish","Musical","10/27/13",2013,10,8870,751326,79
"20718","Ambassador","Chicago","Musical","10/27/13",2013,10,7676,625630,89
"20719","Broadway","Cinderella","Musical","10/27/13",2013,10,9261,715196,66
"20720","Longacre","First Date","Musical","10/27/13",2013,10,5323,352833,62
"20721","August Wilson","Jersey Boys","Musical","10/27/13",2013,10,8468,869462,86
"20722","Al Hirschfeld","Kinky Boots","Musical","10/27/13",2013,10,11469,1651626,101
"20723","Vivian Beaumont","Macbeth '13 (Lct)","Play","10/27/13",2013,10,2718,196181,87
"20724","Shubert","Matilda","Musical","10/27/13",2013,10,11317,1176019,99
"20725","Lunt-Fontanne","Motown The Musical","Musical","10/27/13",2013,10,11691,1425902,97
"20726","Nederlander","Newsies","Musical","10/27/13",2013,10,8903,784099,94
"20727","Cort","No Man'S Land/Waiting For Godot","Play","10/27/13",2013,10,1986,202787,93
"20728","Jacobs","Once","Musical","10/27/13",2013,10,6933,703982,82
"20729","Music Box","Pippin","Musical","10/27/13",2013,10,7698,904108,97
"20730","Helen Hayes","Rock Of Ages","Musical","10/27/13",2013,10,4369,393636,94
"20731","Richard Rodgers","Romeo And Juliet","Play","10/27/13",2013,10,4382,363076,42
"20732","Foxwoods","Spider-Man Turn Off The Dark","Musical","10/27/13",2013,10,10427,789538,82
"20733","Eugene O'Neill","The Book Of Mormon","Musical","10/27/13",2013,10,8752,1733532,103
"20734","Booth","The Glass Menagerie '13","Play","10/27/13",2013,10,6305,734661,101
"20735","Minskoff","The Lion King","Musical","10/27/13",2013,10,13573,1798361,100
"20736","Majestic","The Phantom Of The Opera","Musical","10/27/13",2013,10,11564,960578,90
"20737","Friedman","The Snow Geese","Play","10/27/13",2013,10,4872,251343,94
"20738","American Airlines","The Winslow Boy","Play","10/27/13",2013,10,3836,230058,65
"20739","Belasco","Twelfth Night/Richard Iii","Play","10/27/13",2013,10,8143,669342,97
"20740","Gershwin","Wicked","Musical","10/27/13",2013,10,14318,1693555,99
"20741","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","11/3/13",2013,11,5482,308207,81
"20742","Lyceum","A Night With Janis Joplin","Musical","11/3/13",2013,11,4716,388662,77
"20743","Golden","A Time To Kill","Play","11/3/13",2013,11,3554,215431,55
"20744","Brooks Atkinson","After Midnight","Musical","11/3/13",2013,11,7986,371312,98
"20745","Palace","Annie '12","Musical","11/3/13",2013,11,7297,534060,64
"20746","Ethel Barrymore","Betrayal '13","Play","11/3/13",2013,11,8424,1277952,100
"20747","Neil Simon","Big Fish","Musical","11/3/13",2013,11,7781,647165,69
"20748","Ambassador","Chicago","Musical","11/3/13",2013,11,6585,536601,76
"20749","Broadway","Cinderella","Musical","11/3/13",2013,11,8738,682960,62
"20750","Longacre","First Date","Musical","11/3/13",2013,11,4643,281538,54
"20751","August Wilson","Jersey Boys","Musical","11/3/13",2013,11,7528,754241,77
"20752","Al Hirschfeld","Kinky Boots","Musical","11/3/13",2013,11,11442,1625209,100
"20753","Vivian Beaumont","Macbeth '13 (Lct)","Play","11/3/13",2013,11,6082,389377,73
"20754","Broadhurst","Mamma Mia!","Musical","11/3/13",2013,11,3307,286371,71
"20755","Shubert","Matilda","Musical","11/3/13",2013,11,10763,1084210,94
"20756","Lunt-Fontanne","Motown The Musical","Musical","11/3/13",2013,11,10706,1288507,89
"20757","Nederlander","Newsies","Musical","11/3/13",2013,11,7925,624830,84
"20758","Cort","No Man'S Land/Waiting For Godot","Play","11/3/13",2013,11,6727,557098,90
"20759","Jacobs","Once","Musical","11/3/13",2013,11,7072,678136,83
"20760","Music Box","Pippin","Musical","11/3/13",2013,11,7284,779078,92
"20761","Helen Hayes","Rock Of Ages","Musical","11/3/13",2013,11,3951,355245,85
"20762","Richard Rodgers","Romeo And Juliet","Play","11/3/13",2013,11,4847,331348,46
"20763","Foxwoods","Spider-Man Turn Off The Dark","Musical","11/3/13",2013,11,10019,801830,79
"20764","Eugene O'Neill","The Book Of Mormon","Musical","11/3/13",2013,11,8752,1699199,103
"20765","Booth","The Glass Menagerie '13","Play","11/3/13",2013,11,5445,633519,87
"20766","Minskoff","The Lion King","Musical","11/3/13",2013,11,12988,1699647,96
"20767","Majestic","The Phantom Of The Opera","Musical","11/3/13",2013,11,10312,836302,80
"20768","Friedman","The Snow Geese","Play","11/3/13",2013,11,4116,258152,79
"20769","American Airlines","The Winslow Boy","Play","11/3/13",2013,11,3472,223088,59
"20770","Belasco","Twelfth Night/Richard Iii","Play","11/3/13",2013,11,7988,590481,95
"20771","Gershwin","Wicked","Musical","11/3/13",2013,11,14472,1736957,100
"20772","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","11/10/13",2013,11,5865,354837,86
"20773","Lyceum","A Night With Janis Joplin","Musical","11/10/13",2013,11,5107,438961,84
"20774","Golden","A Time To Kill","Play","11/10/13",2013,11,3991,230794,62
"20775","Brooks Atkinson","After Midnight","Musical","11/10/13",2013,11,7076,585515,85
"20776","Palace","Annie '12","Musical","11/10/13",2013,11,10569,838833,93
"20777","Ethel Barrymore","Betrayal '13","Play","11/10/13",2013,11,8424,1245258,100
"20778","Neil Simon","Big Fish","Musical","11/10/13",2013,11,7595,600339,67
"20779","Ambassador","Chicago","Musical","11/10/13",2013,11,7122,575717,82
"20780","Broadway","Cinderella","Musical","11/10/13",2013,11,10177,858663,73
"20781","Longacre","First Date","Musical","11/10/13",2013,11,6002,399240,70
"20782","August Wilson","Jersey Boys","Musical","11/10/13",2013,11,7933,843189,81
"20783","Al Hirschfeld","Kinky Boots","Musical","11/10/13",2013,11,11433,1671806,100
"20784","Vivian Beaumont","Macbeth '13 (Lct)","Play","11/10/13",2013,11,6099,387834,73
"20785","Broadhurst","Mamma Mia!","Musical","11/10/13",2013,11,7715,645791,83
"20786","Shubert","Matilda","Musical","11/10/13",2013,11,10956,1157911,96
"20787","Lunt-Fontanne","Motown The Musical","Musical","11/10/13",2013,11,11085,1333883,92
"20788","Nederlander","Newsies","Musical","11/10/13",2013,11,8110,749821,86
"20789","Cort","No Man'S Land/Waiting For Godot","Play","11/10/13",2013,11,7118,635850,83
"20790","Jacobs","Once","Musical","11/10/13",2013,11,7225,725833,85
"20791","Music Box","Pippin","Musical","11/10/13",2013,11,7270,846955,92
"20792","Helen Hayes","Rock Of Ages","Musical","11/10/13",2013,11,4372,406067,94
"20793","Richard Rodgers","Romeo And Juliet","Play","11/10/13",2013,11,4480,343802,42
"20794","Foxwoods","Spider-Man Turn Off The Dark","Musical","11/10/13",2013,11,10036,810162,79
"20795","Eugene O'Neill","The Book Of Mormon","Musical","11/10/13",2013,11,8752,1767155,103
"20796","Booth","The Glass Menagerie '13","Play","11/10/13",2013,11,5575,674956,90
"20797","Minskoff","The Lion King","Musical","11/10/13",2013,11,13398,1705540,99
"20798","Majestic","The Phantom Of The Opera","Musical","11/10/13",2013,11,9869,790698,77
"20799","Friedman","The Snow Geese","Play","11/10/13",2013,11,4058,264903,78
"20800","American Airlines","The Winslow Boy","Play","11/10/13",2013,11,3922,264605,66
"20801","Belasco","Twelfth Night/Richard Iii","Play","11/10/13",2013,11,8263,491847,98
"20802","Gershwin","Wicked","Musical","11/10/13",2013,11,15175,1864819,100
"20803","Imperial","700 Sundays '13","Play","11/17/13",2013,11,8214,1067922,93
"20804","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","11/17/13",2013,11,5614,281423,83
"20805","Lyceum","A Night With Janis Joplin","Musical","11/17/13",2013,11,5125,415279,84
"20806","Golden","A Time To Kill","Play","11/17/13",2013,11,4892,227390,76
"20807","Brooks Atkinson","After Midnight","Musical","11/17/13",2013,11,7156,635690,86
"20808","Palace","Annie '12","Musical","11/17/13",2013,11,7723,619968,68
"20809","Ethel Barrymore","Betrayal '13","Play","11/17/13",2013,11,8424,1243485,100
"20810","Neil Simon","Big Fish","Musical","11/17/13",2013,11,7942,465471,70
"20811","Ambassador","Chicago","Musical","11/17/13",2013,11,5561,447810,64
"20812","Broadway","Cinderella","Musical","11/17/13",2013,11,8397,669091,60
"20813","Longacre","First Date","Musical","11/17/13",2013,11,4854,307911,57
"20814","Marquis","Il Divo - A Musical Affair","Special","11/17/13",2013,11,9241,1308223,96
"20815","August Wilson","Jersey Boys","Musical","11/17/13",2013,11,7239,747961,74
"20816","Al Hirschfeld","Kinky Boots","Musical","11/17/13",2013,11,11329,1617270,99
"20817","Vivian Beaumont","Macbeth '13 (Lct)","Play","11/17/13",2013,11,6607,386505,79
"20818","Broadhurst","Mamma Mia!","Musical","11/17/13",2013,11,5604,468848,60
"20819","Shubert","Matilda","Musical","11/17/13",2013,11,10279,1062604,90
"20820","Lunt-Fontanne","Motown The Musical","Musical","11/17/13",2013,11,10978,1306070,91
"20821","Nederlander","Newsies","Musical","11/17/13",2013,11,7741,670758,82
"20822","Cort","No Man'S Land/Waiting For Godot","Play","11/17/13",2013,11,8215,627102,96
"20823","Jacobs","Once","Musical","11/17/13",2013,11,6302,634402,74
"20824","Music Box","Pippin","Musical","11/17/13",2013,11,6997,764960,88
"20825","Helen Hayes","Rock Of Ages","Musical","11/17/13",2013,11,3938,334693,84
"20826","Richard Rodgers","Romeo And Juliet","Play","11/17/13",2013,11,4102,323734,39
"20827","Foxwoods","Spider-Man Turn Off The Dark","Musical","11/17/13",2013,11,9540,742595,75
"20828","Eugene O'Neill","The Book Of Mormon","Musical","11/17/13",2013,11,8752,1695855,103
"20829","Booth","The Glass Menagerie '13","Play","11/17/13",2013,11,5313,626521,85
"20830","Minskoff","The Lion King","Musical","11/17/13",2013,11,12064,1437598,89
"20831","Majestic","The Phantom Of The Opera","Musical","11/17/13",2013,11,9048,731704,70
"20832","Friedman","The Snow Geese","Play","11/17/13",2013,11,3807,235648,73
"20833","American Airlines","The Winslow Boy","Play","11/17/13",2013,11,4323,291311,73
"20834","Belasco","Twelfth Night/Richard Iii","Play","11/17/13",2013,11,8238,686649,98
"20835","Gershwin","Wicked","Musical","11/17/13",2013,11,13681,1587882,95
"20836","Imperial","700 Sundays '13","Play","11/24/13",2013,11,7701,1117307,87
"20837","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","11/24/13",2013,11,5403,414591,80
"20838","Lyceum","A Night With Janis Joplin","Musical","11/24/13",2013,11,3987,359718,65
"20839","Brooks Atkinson","After Midnight","Musical","11/24/13",2013,11,7470,662568,90
"20840","Palace","Annie '12","Musical","11/24/13",2013,11,8926,730228,79
"20841","Stephen Sondheim","Beautiful","Musical","11/24/13",2013,11,4359,507431,85
"20842","Ethel Barrymore","Betrayal '13","Play","11/24/13",2013,11,8424,1240802,100
"20843","Neil Simon","Big Fish","Musical","11/24/13",2013,11,7223,453940,64
"20844","Ambassador","Chicago","Musical","11/24/13",2013,11,4992,397564,58
"20845","Broadway","Cinderella","Musical","11/24/13",2013,11,8282,679252,59
"20846","Longacre","First Date","Musical","11/24/13",2013,11,4576,279966,54
"20847","August Wilson","Jersey Boys","Musical","11/24/13",2013,11,6744,685562,69
"20848","Al Hirschfeld","Kinky Boots","Musical","11/24/13",2013,11,11278,1567701,99
"20849","Vivian Beaumont","Macbeth '13 (Lct)","Play","11/24/13",2013,11,6421,356754,77
"20850","Broadhurst","Mamma Mia!","Musical","11/24/13",2013,11,5887,476789,63
"20851","Shubert","Matilda","Musical","11/24/13",2013,11,10077,1018332,88
"20852","Lunt-Fontanne","Motown The Musical","Musical","11/24/13",2013,11,10525,1255847,87
"20853","Nederlander","Newsies","Musical","11/24/13",2013,11,7908,688579,83
"20854","Cort","No Man'S Land/Waiting For Godot","Play","11/24/13",2013,11,7836,495083,91
"20855","Jacobs","Once","Musical","11/24/13",2013,11,6043,589705,71
"20856","Music Box","Pippin","Musical","11/24/13",2013,11,6798,742778,86
"20857","Helen Hayes","Rock Of Ages","Musical","11/24/13",2013,11,3799,324010,81
"20858","Richard Rodgers","Romeo And Juliet","Play","11/24/13",2013,11,4000,312045,38
"20859","Foxwoods","Spider-Man Turn Off The Dark","Musical","11/24/13",2013,11,9558,766811,75
"20860","Eugene O'Neill","The Book Of Mormon","Musical","11/24/13",2013,11,8752,1677524,103
"20861","Booth","The Glass Menagerie '13","Play","11/24/13",2013,11,4961,561563,80
"20862","Minskoff","The Lion King","Musical","11/24/13",2013,11,12946,1560773,95
"20863","Majestic","The Phantom Of The Opera","Musical","11/24/13",2013,11,8437,702263,66
"20864","Friedman","The Snow Geese","Play","11/24/13",2013,11,3848,181489,74
"20865","American Airlines","The Winslow Boy","Play","11/24/13",2013,11,4299,271373,73
"20866","Belasco","Twelfth Night/Richard Iii","Play","11/24/13",2013,11,8484,715799,101
"20867","Gershwin","Wicked","Musical","11/24/13",2013,11,13449,1632849,93
"20868","Imperial","700 Sundays '13","Play","12/1/13",2013,12,7164,1121799,81
"20869","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","12/1/13",2013,12,5947,551608,82
"20870","Lyceum","A Night With Janis Joplin","Musical","12/1/13",2013,12,3368,317171,55
"20871","Brooks Atkinson","After Midnight","Musical","12/1/13",2013,12,6099,666512,74
"20872","Palace","Annie '12","Musical","12/1/13",2013,12,11640,1229595,91
"20873","Stephen Sondheim","Beautiful","Musical","12/1/13",2013,12,6229,628436,76
"20874","Ethel Barrymore","Betrayal '13","Play","12/1/13",2013,12,8424,1289324,100
"20875","Neil Simon","Big Fish","Musical","12/1/13",2013,12,8093,642180,72
"20876","Ambassador","Chicago","Musical","12/1/13",2013,12,7253,643572,84
"20877","Broadway","Cinderella","Musical","12/1/13",2013,12,11182,1046663,80
"20878","Longacre","First Date","Musical","12/1/13",2013,12,4674,335405,55
"20879","August Wilson","Jersey Boys","Musical","12/1/13",2013,12,7912,914762,81
"20880","Al Hirschfeld","Kinky Boots","Musical","12/1/13",2013,12,11465,1912568,101
"20881","Vivian Beaumont","Macbeth '13 (Lct)","Play","12/1/13",2013,12,4274,276033,58
"20882","Broadhurst","Mamma Mia!","Musical","12/1/13",2013,12,7623,705981,82
"20883","Shubert","Matilda","Musical","12/1/13",2013,12,11544,1657599,101
"20884","Lunt-Fontanne","Motown The Musical","Musical","12/1/13",2013,12,11301,1522003,94
"20885","Nederlander","Newsies","Musical","12/1/13",2013,12,9292,1045626,98
"20886","Cort","No Man'S Land/Waiting For Godot","Play","12/1/13",2013,12,7643,709855,89
"20887","Jacobs","Once","Musical","12/1/13",2013,12,7862,843325,93
"20888","Music Box","Pippin","Musical","12/1/13",2013,12,7974,1070681,101
"20889","Helen Hayes","Rock Of Ages","Musical","12/1/13",2013,12,3922,407074,84
"20890","Richard Rodgers","Romeo And Juliet","Play","12/1/13",2013,12,4003,329489,38
"20891","Foxwoods","Spider-Man Turn Off The Dark","Musical","12/1/13",2013,12,12833,1418373,101
"20892","Eugene O'Neill","The Book Of Mormon","Musical","12/1/13",2013,12,9846,2161225,103
"20893","Booth","The Glass Menagerie '13","Play","12/1/13",2013,12,5225,611444,84
"20894","Minskoff","The Lion King","Musical","12/1/13",2013,12,13452,2365402,99
"20895","Majestic","The Phantom Of The Opera","Musical","12/1/13",2013,12,12181,1220246,95
"20896","Friedman","The Snow Geese","Play","12/1/13",2013,12,3546,150473,68
"20897","American Airlines","The Winslow Boy","Play","12/1/13",2013,12,4242,284831,72
"20898","Belasco","Twelfth Night/Richard Iii","Play","12/1/13",2013,12,8165,826487,97
"20899","Gershwin","Wicked","Musical","12/1/13",2013,12,16678,2625327,98
"20900","Imperial","700 Sundays '13","Play","12/8/13",2013,12,8031,1197109,91
"20901","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","12/8/13",2013,12,5807,531198,80
"20902","Lyceum","A Night With Janis Joplin","Musical","12/8/13",2013,12,4438,393840,73
"20903","Brooks Atkinson","After Midnight","Musical","12/8/13",2013,12,6747,658456,81
"20904","Palace","Annie '12","Musical","12/8/13",2013,12,10535,928775,93
"20905","Stephen Sondheim","Beautiful","Musical","12/8/13",2013,12,7470,814141,91
"20906","Ethel Barrymore","Betrayal '13","Play","12/8/13",2013,12,8424,1267872,100
"20907","Neil Simon","Big Fish","Musical","12/8/13",2013,12,8082,571516,72
"20908","Ambassador","Chicago","Musical","12/8/13",2013,12,6676,561309,77
"20909","Broadway","Cinderella","Musical","12/8/13",2013,12,10380,952103,74
"20910","Longacre","First Date","Musical","12/8/13",2013,12,5407,378214,63
"20911","August Wilson","Jersey Boys","Musical","12/8/13",2013,12,8618,1030341,88
"20912","Al Hirschfeld","Kinky Boots","Musical","12/8/13",2013,12,11364,1741845,100
"20913","Vivian Beaumont","Macbeth '13 (Lct)","Play","12/8/13",2013,12,5589,364191,67
"20914","Broadhurst","Mamma Mia!","Musical","12/8/13",2013,12,7529,651660,81
"20915","Shubert","Matilda","Musical","12/8/13",2013,12,11122,1190187,97
"20916","Lunt-Fontanne","Motown The Musical","Musical","12/8/13",2013,12,11593,1563294,96
"20917","Nederlander","Newsies","Musical","12/8/13",2013,12,8408,796482,89
"20918","Cort","No Man'S Land/Waiting For Godot","Play","12/8/13",2013,12,7579,645781,88
"20919","Jacobs","Once","Musical","12/8/13",2013,12,6811,772700,80
"20920","Music Box","Pippin","Musical","12/8/13",2013,12,7290,876605,92
"20921","Helen Hayes","Rock Of Ages","Musical","12/8/13",2013,12,4438,437535,95
"20922","Richard Rodgers","Romeo And Juliet","Play","12/8/13",2013,12,5862,387100,56
"20923","Foxwoods","Spider-Man Turn Off The Dark","Musical","12/8/13",2013,12,12374,987825,98
"20924","Eugene O'Neill","The Book Of Mormon","Musical","12/8/13",2013,12,8752,1877347,103
"20925","Booth","The Glass Menagerie '13","Play","12/8/13",2013,12,4517,521121,73
"20926","Minskoff","The Lion King","Musical","12/8/13",2013,12,12625,1955923,93
"20927","Majestic","The Phantom Of The Opera","Musical","12/8/13",2013,12,9781,863893,76
"20928","Friedman","The Snow Geese","Play","12/8/13",2013,12,3799,186087,73
"20929","Belasco","Twelfth Night/Richard Iii","Play","12/8/13",2013,12,8120,794894,97
"20930","Gershwin","Wicked","Musical","12/8/13",2013,12,15261,2036322,100
"20931","Imperial","700 Sundays '13","Play","12/15/13",2013,12,7649,1134137,87
"20932","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","12/15/13",2013,12,5405,516342,74
"20933","Lyceum","A Night With Janis Joplin","Musical","12/15/13",2013,12,4176,373869,69
"20934","Brooks Atkinson","After Midnight","Musical","12/15/13",2013,12,6131,626198,74
"20935","Palace","Annie '12","Musical","12/15/13",2013,12,10685,921884,94
"20936","Stephen Sondheim","Beautiful","Musical","12/15/13",2013,12,7137,771883,87
"20937","Ethel Barrymore","Betrayal '13","Play","12/15/13",2013,12,8424,1284344,100
"20938","Neil Simon","Big Fish","Musical","12/15/13",2013,12,7721,503315,68
"20939","Ambassador","Chicago","Musical","12/15/13",2013,12,6042,507963,70
"20940","Broadway","Cinderella","Musical","12/15/13",2013,12,9201,824748,66
"20941","Longacre","First Date","Musical","12/15/13",2013,12,5241,355595,61
"20942","August Wilson","Jersey Boys","Musical","12/15/13",2013,12,8423,953819,86
"20943","Al Hirschfeld","Kinky Boots","Musical","12/15/13",2013,12,11464,1768672,101
"20944","Vivian Beaumont","Macbeth '13 (Lct)","Play","12/15/13",2013,12,5566,363665,66
"20945","Broadhurst","Mamma Mia!","Musical","12/15/13",2013,12,6243,541254,67
"20946","Shubert","Matilda","Musical","12/15/13",2013,12,11178,1157142,98
"20947","Lunt-Fontanne","Motown The Musical","Musical","12/15/13",2013,12,11527,1538154,96
"20948","Nederlander","Newsies","Musical","12/15/13",2013,12,9192,789589,97
"20949","Cort","No Man'S Land/Waiting For Godot","Play","12/15/13",2013,12,7489,694111,87
"20950","Jacobs","Once","Musical","12/15/13",2013,12,6818,737982,80
"20951","Music Box","Pippin","Musical","12/15/13",2013,12,7179,844011,91
"20952","Helen Hayes","Rock Of Ages","Musical","12/15/13",2013,12,4312,408587,92
"20953","Foxwoods","Spider-Man Turn Off The Dark","Musical","12/15/13",2013,12,13405,1054823,106
"20954","Eugene O'Neill","The Book Of Mormon","Musical","12/15/13",2013,12,8752,1865333,103
"20955","Booth","The Glass Menagerie '13","Play","12/15/13",2013,12,4460,504266,72
"20956","Minskoff","The Lion King","Musical","12/15/13",2013,12,12809,1818825,94
"20957","Majestic","The Phantom Of The Opera","Musical","12/15/13",2013,12,9414,809501,73
"20958","Friedman","The Snow Geese","Play","12/15/13",2013,12,3430,130484,75
"20959","Belasco","Twelfth Night/Richard Iii","Play","12/15/13",2013,12,8368,805442,100
"20960","Gershwin","Wicked","Musical","12/15/13",2013,12,15008,1971945,99
"20961","Imperial","700 Sundays '13","Play","12/22/13",2013,12,7549,1064456,86
"20962","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","12/22/13",2013,12,5666,539230,78
"20963","Lyceum","A Night With Janis Joplin","Musical","12/22/13",2013,12,3518,291763,58
"20964","Brooks Atkinson","After Midnight","Musical","12/22/13",2013,12,6180,612939,75
"20965","Palace","Annie '12","Musical","12/22/13",2013,12,11830,1037800,104
"20966","Stephen Sondheim","Beautiful","Musical","12/22/13",2013,12,7056,711141,86
"20967","Ethel Barrymore","Betrayal '13","Play","12/22/13",2013,12,8424,1276143,100
"20968","Neil Simon","Big Fish","Musical","12/22/13",2013,12,7925,538081,70
"20969","Ambassador","Chicago","Musical","12/22/13",2013,12,7026,594505,81
"20970","Broadway","Cinderella","Musical","12/22/13",2013,12,9795,881703,70
"20971","Longacre","First Date","Musical","12/22/13",2013,12,5599,361670,65
