,Year,Month,Week,Total Weekly Gross,Show Title,Theatre,Avg. Ticket Price,Seats Sold,Seats in Theatre
26871,2007,January,35,689805.0,The Drowsy Chaperone,Marquis Theatre,76.67,8997,1611
26872,2007,January,35,913368.0,The Lion King,Minskoff Theatre,83.4,10951,1598
26873,2007,January,35,205049.0,The Little Dog Laughed,Cort Theatre,48.12,4261,1082
26874,2007,January,35,506916.0,The Phantom of the Opera,Majestic Theatre,65.95,7686,1607
26875,2007,January,35,494310.0,The Producers,St. James Theatre,62.07,7964,1706
26876,2007,January,35,339127.0,The Vertical Hour,Music Box Theatre,73.06,4642,993
26877,2007,January,35,162707.0,Translations,Biltmore Theatre,42.11,3864,650
26878,2007,January,35,1349148.0,Wicked,Gershwin Theatre,94.47,14281,1809
26879,2007,February,36,656390.0,A Chorus Line,Gerald Schoenfeld Theatre,94.7,6931,1069
26880,2007,February,36,296720.0,Avenue Q,John Golden Theatre,63.35,4684,796
26881,2007,February,36,475223.0,Beauty and the Beast,Lunt-Fontanne Theatre,53.69,8852,1509
26882,2007,February,36,341062.0,Chicago,Ambassador Theatre,65.51,5206,1080
26883,2007,February,36,313819.0,Company,Ethel Barrymore Theatre,70.38,4459,1046
26884,2007,February,36,398960.0,Grey Gardens,Walter Kerr Theatre,72.76,5483,922
26885,2007,February,36,454235.0,Hairspray,Neil Simon Theatre,59.85,7589,1428
26886,2007,February,36,1164277.0,Jersey Boys,August Wilson Theatre,118.57,9819,1222
26887,2007,February,36,551288.0,Les Miserables,Broadhurst Theatre,73.1,7542,1122
26888,2007,February,36,675734.0,Mamma Mia!,Broadhurst Theatre,70.75,9551,1498
26889,2007,February,36,933745.0,Mary Poppins,New Amsterdam Theatre,81.69,11431,1791
26890,2007,February,36,265983.0,Rent,Nederlander Theatre,52.9,5028,1181
26891,2007,February,36,754713.0,Spamalot,Sam S. Shubert Theatre,70.67,10679,1441
26892,2007,February,36,447500.0,Spring Awakening,Eugene O'Neill Theatre,71.7,6241,1090
26893,2007,February,36,451322.0,Tarzan,Richard Rodgers Theatre,59.51,7584,1319
26894,2007,February,36,213957.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,52.65,4064,684
26895,2007,February,36,282360.0,The Apple Tree,Studio 54,50.47,5595,1006
26896,2007,February,36,255524.0,The Coast of Utopia,Vivian Beaumont Theater,51.9,4923,1047
26897,2007,February,36,484341.0,The Color Purple,Broadway Theatre,60.97,7944,1718
26898,2007,February,36,670110.0,The Drowsy Chaperone,Marquis Theatre,67.67,9903,1611
26899,2007,February,36,815332.0,The Lion King,Minskoff Theatre,79.46,10261,1598
26900,2007,February,36,189556.0,The Little Dog Laughed,Cort Theatre,50.33,3766,1082
26901,2007,February,36,537941.0,The Phantom of the Opera,Majestic Theatre,60.45,8899,1607
26902,2007,February,36,421709.0,The Producers,St. James Theatre,59.32,7109,1706
26903,2007,February,36,292010.0,The Vertical Hour,Music Box Theatre,67.24,4343,993
26904,2007,February,36,234642.0,Translations,Biltmore Theatre,53.39,4395,650
26905,2007,February,36,1314391.0,Wicked,Gershwin Theatre,94.21,13951,1809
26906,2007,February,37,643064.0,A Chorus Line,Gerald Schoenfeld Theatre,92.75,6933,1069
26907,2007,February,37,332656.0,Avenue Q,John Golden Theatre,67.67,4916,796
26908,2007,February,37,515332.0,Beauty and the Beast,Lunt-Fontanne Theatre,57.19,9011,1509
26909,2007,February,37,368642.0,Chicago,Ambassador Theatre,67.93,5427,1080
26910,2007,February,37,359535.0,Company,Ethel Barrymore Theatre,74.04,4856,1046
26911,2007,February,37,421526.0,Grey Gardens,Walter Kerr Theatre,75.08,5614,922
26912,2007,February,37,407952.0,Hairspray,Neil Simon Theatre,59.47,6860,1428
26913,2007,February,37,1171042.0,Jersey Boys,August Wilson Theatre,118.95,9845,1222
26914,2007,February,37,80140.0,Journey's End,Belasco Theatre,45.59,1758,1003
26915,2007,February,37,499265.0,Les Miserables,Broadhurst Theatre,78.96,6323,1122
26916,2007,February,37,716971.0,Mamma Mia!,Broadhurst Theatre,73.12,9806,1498
26917,2007,February,37,981932.0,Mary Poppins,New Amsterdam Theatre,83.3,11788,1791
26918,2007,February,37,272138.0,Rent,Nederlander Theatre,55.98,4861,1181
26919,2007,February,37,778899.0,Spamalot,Sam S. Shubert Theatre,76.33,10204,1441
26920,2007,February,37,514372.0,Spring Awakening,Eugene O'Neill Theatre,73.22,7025,1090
26921,2007,February,37,465111.0,Tarzan,Richard Rodgers Theatre,62.21,7477,1319
26922,2007,February,37,209117.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,56.34,3712,684
26923,2007,February,37,292803.0,The Apple Tree,Studio 54,49.82,5877,1006
26924,2007,February,37,369977.0,The Coast of Utopia,Vivian Beaumont Theater,55.02,6725,1047
26925,2007,February,37,579215.0,The Color Purple,Broadway Theatre,61.65,9395,1718
26926,2007,February,37,630429.0,The Drowsy Chaperone,Marquis Theatre,74.32,8483,1611
26927,2007,February,37,900309.0,The Lion King,Minskoff Theatre,84.62,10640,1598
26928,2007,February,37,186523.0,The Little Dog Laughed,Cort Theatre,51.45,3625,1082
26929,2007,February,37,516404.0,The Phantom of the Opera,Majestic Theatre,64.5,8006,1607
26930,2007,February,37,437751.0,The Producers,St. James Theatre,62.56,6997,1706
26931,2007,February,37,299374.0,The Vertical Hour,Music Box Theatre,62.11,4820,993
26932,2007,February,37,237997.0,Translations,Biltmore Theatre,55.1,4319,650
26933,2007,February,37,1307183.0,Wicked,Gershwin Theatre,92.14,14187,1809
26934,2007,February,38,700069.0,A Chorus Line,Gerald Schoenfeld Theatre,98.46,7110,1069
26935,2007,February,38,412760.0,Avenue Q,John Golden Theatre,73.37,5626,796
26936,2007,February,38,688072.0,Beauty and the Beast,Lunt-Fontanne Theatre,64.32,10698,1509
26937,2007,February,38,518904.0,Chicago,Ambassador Theatre,77.3,6713,1080
26938,2007,February,38,388279.0,Company,Ethel Barrymore Theatre,70.52,5506,1046
26939,2007,February,38,393912.0,Grey Gardens,Walter Kerr Theatre,77.1,5109,922
26940,2007,February,38,603607.0,Hairspray,Neil Simon Theatre,68.0,8877,1428
26941,2007,February,38,1188695.0,Jersey Boys,August Wilson Theatre,121.0,9824,1222
26942,2007,February,38,126005.0,Journey's End,Belasco Theatre,43.05,2927,1017
26943,2007,February,38,601721.0,Les Miserables,Broadhurst Theatre,84.36,7133,1122
26944,2007,February,38,895045.0,Mamma Mia!,Broadhurst Theatre,83.31,10743,1498
26945,2007,February,38,1017818.0,Mary Poppins,New Amsterdam Theatre,85.36,11924,1791
26946,2007,February,38,88868.0,Prelude to a Kiss,American Airlines Theatre,43.2,2057,740
26947,2007,February,38,454312.0,Rent,Nederlander Theatre,61.31,7410,1181
26948,2007,February,38,911307.0,Spamalot,Sam S. Shubert Theatre,84.42,10795,1441
26949,2007,February,38,625646.0,Spring Awakening,Eugene O'Neill Theatre,79.63,7857,1090
26950,2007,February,38,166859.0,Talk Radio,Longacre Theatre,45.23,3689,1095
26951,2007,February,38,640900.0,Tarzan,Richard Rodgers Theatre,70.45,9097,1319
26952,2007,February,38,260231.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,62.24,4181,684
26953,2007,February,38,318615.0,The Apple Tree,Studio 54,56.71,5618,1006
26954,2007,February,38,398896.0,The Coast of Utopia,Vivian Beaumont Theater,62.13,6420,1047
26955,2007,February,38,689806.0,The Color Purple,Broadway Theatre,74.04,9317,1718
26956,2007,February,38,793242.0,The Drowsy Chaperone,Marquis Theatre,77.94,10178,1611
26957,2007,February,38,1122371.0,The Lion King,Minskoff Theatre,92.8,12094,1598
26958,2007,February,38,240936.0,The Little Dog Laughed,Cort Theatre,49.23,4894,1082
26959,2007,February,38,686881.0,The Phantom of the Opera,Majestic Theatre,69.84,9835,1607
26960,2007,February,38,544590.0,The Producers,St. James Theatre,67.63,8053,1706
26961,2007,February,38,287972.0,The Vertical Hour,Music Box Theatre,64.14,4490,993
26962,2007,February,38,251799.0,Translations,Biltmore Theatre,56.67,4443,650
26963,2007,February,38,1407207.0,Wicked,Gershwin Theatre,98.41,14299,1809
26964,2007,February,39,805080.0,A Chorus Line,Gerald Schoenfeld Theatre,96.72,8324,1069
26965,2007,February,39,408727.0,Avenue Q,John Golden Theatre,67.69,6038,796
26966,2007,February,39,724794.0,Beauty and the Beast,Lunt-Fontanne Theatre,62.26,11642,1509
26967,2007,February,39,565817.0,Chicago,Ambassador Theatre,70.61,8013,1080
26968,2007,February,39,380104.0,Company,Ethel Barrymore Theatre,66.0,5759,1046
26969,2007,February,39,413027.0,Grey Gardens,Walter Kerr Theatre,73.04,5655,922
26970,2007,February,39,683093.0,Hairspray,Neil Simon Theatre,62.01,11015,1428
26971,2007,February,39,1184951.0,Jersey Boys,August Wilson Theatre,120.29,9851,1222
26972,2007,February,39,117149.0,Journey's End,Belasco Theatre,45.04,2601,1017
26973,2007,February,39,659260.0,Les Miserables,Broadhurst Theatre,76.85,8579,1122
26974,2007,February,39,892251.0,Mamma Mia!,Broadhurst Theatre,74.45,11985,1498
26975,2007,February,39,1228618.0,Mary Poppins,New Amsterdam Theatre,85.88,14306,1791
26976,2007,February,39,175266.0,Prelude to a Kiss,American Airlines Theatre,42.12,4161,740
26977,2007,February,39,446242.0,Rent,Nederlander Theatre,57.92,7705,1181
26978,2007,February,39,867674.0,Spamalot,Sam S. Shubert Theatre,78.63,11035,1441
26979,2007,February,39,588579.0,Spring Awakening,Eugene O'Neill Theatre,74.62,7888,1090
26980,2007,February,39,214414.0,Talk Radio,Longacre Theatre,44.74,4792,1095
26981,2007,February,39,644818.0,Tarzan,Richard Rodgers Theatre,66.2,9740,1319
26982,2007,February,39,285627.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,57.54,4964,684
26983,2007,February,39,314313.0,The Apple Tree,Studio 54,55.58,5655,1006
26984,2007,February,39,538932.0,The Coast of Utopia,Vivian Beaumont Theater,68.0,7926,1047
26985,2007,February,39,769287.0,The Color Purple,Broadway Theatre,63.29,12154,1718
26986,2007,February,39,792871.0,The Drowsy Chaperone,Marquis Theatre,73.31,10815,1611
26987,2007,February,39,1125558.0,The Lion King,Minskoff Theatre,93.09,12091,1598
26988,2007,February,39,829376.0,The Phantom of the Opera,Majestic Theatre,66.98,12382,1607
26989,2007,February,39,635401.0,The Producers,St. James Theatre,58.69,10826,1706
26990,2007,February,39,279624.0,The Vertical Hour,Music Box Theatre,58.63,4769,993
26991,2007,February,39,271233.0,Translations,Biltmore Theatre,56.37,4812,650
26992,2007,February,39,1452306.0,Wicked,Gershwin Theatre,100.35,14472,1809
26993,2007,March,40,617660.0,A Chorus Line,Gerald Schoenfeld Theatre,91.57,6745,1069
26994,2007,March,40,318516.0,Avenue Q,John Golden Theatre,66.08,4820,796
26995,2007,March,40,565974.0,Beauty and the Beast,Lunt-Fontanne Theatre,64.15,8823,1509
26996,2007,March,40,418552.0,Chicago,Ambassador Theatre,68.65,6097,1080
26997,2007,March,40,312745.0,Company,Ethel Barrymore Theatre,66.77,4684,1046
26998,2007,March,40,458168.0,Curtains,Al Hirschfeld Theatre,73.12,6266,1422
26999,2007,March,40,317208.0,Grey Gardens,Walter Kerr Theatre,74.71,4246,922
27000,2007,March,40,465526.0,Hairspray,Neil Simon Theatre,61.67,7549,1428
27001,2007,March,40,1159592.0,Jersey Boys,August Wilson Theatre,117.89,9836,1222
27002,2007,March,40,124250.0,Journey's End,Belasco Theatre,46.96,2646,1017
27003,2007,March,40,517287.0,Les Miserables,Broadhurst Theatre,73.99,6991,1122
27004,2007,March,40,777664.0,Mamma Mia!,Broadhurst Theatre,72.14,10780,1498
27005,2007,March,40,917952.0,Mary Poppins,New Amsterdam Theatre,81.78,11225,1791
27006,2007,March,40,164564.0,Prelude to a Kiss,American Airlines Theatre,42.55,3868,740
27007,2007,March,40,281972.0,Rent,Nederlander Theatre,55.42,5088,1181
27008,2007,March,40,693975.0,Spamalot,Sam S. Shubert Theatre,76.83,9033,1441
27009,2007,March,40,510609.0,Spring Awakening,Eugene O'Neill Theatre,74.83,6824,1090
27010,2007,March,40,184593.0,Talk Radio,Longacre Theatre,42.66,4327,1095
27011,2007,March,40,483503.0,Tarzan,Richard Rodgers Theatre,62.59,7725,1319
27012,2007,March,40,209905.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,52.86,3971,684
27013,2007,March,40,285706.0,The Apple Tree,Studio 54,55.14,5181,1006
27014,2007,March,40,516380.0,The Coast of Utopia,Vivian Beaumont Theater,67.41,7660,1047
27015,2007,March,40,686063.0,The Color Purple,Broadway Theatre,62.3,11012,1718
27016,2007,March,40,631482.0,The Drowsy Chaperone,Marquis Theatre,71.31,8856,1611
27017,2007,March,40,892194.0,The Lion King,Minskoff Theatre,85.14,10479,1598
27018,2007,March,40,546132.0,The Phantom of the Opera,Majestic Theatre,62.59,8726,1607
27019,2007,March,40,458163.0,The Producers,St. James Theatre,64.43,7111,1706
27020,2007,March,40,235165.0,The Vertical Hour,Music Box Theatre,56.95,4129,993
27021,2007,March,40,272648.0,Translations,Biltmore Theatre,55.33,4928,650
27022,2007,March,40,1355906.0,Wicked,Gershwin Theatre,94.25,14387,1809
27023,2007,March,41,645359.0,A Chorus Line,Gerald Schoenfeld Theatre,91.44,7058,1069
27024,2007,March,41,370293.0,Avenue Q,John Golden Theatre,67.41,5493,796
27025,2007,March,41,654897.0,Beauty and the Beast,Lunt-Fontanne Theatre,59.33,11038,1509
27026,2007,March,41,485369.0,Chicago,Ambassador Theatre,70.02,6932,1080
27027,2007,March,41,327325.0,Company,Ethel Barrymore Theatre,68.38,4787,1046
27028,2007,March,41,556019.0,Curtains,Al Hirschfeld Theatre,69.51,7999,1422
27029,2007,March,41,374926.0,Grey Gardens,Walter Kerr Theatre,72.83,5148,922
27030,2007,March,41,554699.0,Hairspray,Neil Simon Theatre,59.98,9248,1428
27031,2007,March,41,1178547.0,Jersey Boys,August Wilson Theatre,119.83,9835,1222
27032,2007,March,41,149846.0,Journey's End,Belasco Theatre,47.69,3142,1017
27033,2007,March,41,672531.0,Les Miserables,Broadhurst Theatre,79.54,8455,1122
27034,2007,March,41,850051.0,Mamma Mia!,Broadhurst Theatre,75.78,11218,1498
27035,2007,March,41,1025733.0,Mary Poppins,New Amsterdam Theatre,81.14,12642,1791
27036,2007,March,41,152747.0,Prelude to a Kiss,American Airlines Theatre,43.47,3514,740
27037,2007,March,41,369276.0,Rent,Nederlander Theatre,57.4,6433,1181
27038,2007,March,41,794896.0,Spamalot,Sam S. Shubert Theatre,75.83,10482,1441
27039,2007,March,41,529696.0,Spring Awakening,Eugene O'Neill Theatre,74.15,7144,1090
27040,2007,March,41,188081.0,Talk Radio,Longacre Theatre,42.1,4468,1095
27041,2007,March,41,562095.0,Tarzan,Richard Rodgers Theatre,66.33,8474,1319
27042,2007,March,41,222155.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,56.67,3920,684
27043,2007,March,41,364086.0,The Apple Tree,Studio 54,56.79,6411,1006
27044,2007,March,41,530101.0,The Coast of Utopia,Vivian Beaumont Theater,68.35,7756,1047
27045,2007,March,41,716623.0,The Color Purple,Broadway Theatre,64.61,11091,1718
27046,2007,March,41,725614.0,The Drowsy Chaperone,Marquis Theatre,77.0,9423,1611
27047,2007,March,41,1027155.0,The Lion King,Minskoff Theatre,89.05,11534,1598
27048,2007,March,41,655893.0,The Phantom of the Opera,Majestic Theatre,63.28,10365,1607
27049,2007,March,41,615585.0,The Pirate Queen,Hilton Theatre,57.34,10735,1799
27050,2007,March,41,557529.0,The Producers,St. James Theatre,64.49,8645,1706
27051,2007,March,41,286084.0,The Vertical Hour,Music Box Theatre,58.78,4867,993
27052,2007,March,41,373164.0,The Year of Magical Thinking,Booth Theatre,84.56,4413,782
27053,2007,March,41,227558.0,Translations,Biltmore Theatre,48.25,4716,650
27054,2007,March,41,1370150.0,Wicked,Gershwin Theatre,94.75,14461,1809
27055,2007,March,42,706622.0,A Chorus Line,Gerald Schoenfeld Theatre,85.79,8237,1069
27056,2007,March,42,349841.0,Avenue Q,John Golden Theatre,67.58,5177,796
27057,2007,March,42,723533.0,Beauty and the Beast,Lunt-Fontanne Theatre,60.92,11876,1509
27058,2007,March,42,555779.0,Chicago,Ambassador Theatre,69.51,7996,1080
27059,2007,March,42,331414.0,Company,Ethel Barrymore Theatre,63.5,5219,1046
27060,2007,March,42,653484.0,Curtains,Al Hirschfeld Theatre,68.29,9569,1422
27061,2007,March,42,364540.0,Grey Gardens,Walter Kerr Theatre,69.3,5260,922
27062,2007,March,42,660505.0,Hairspray,Neil Simon Theatre,63.13,10463,1428
27063,2007,March,42,1160591.0,Jersey Boys,August Wilson Theatre,117.91,9843,1222
27064,2007,March,42,160856.0,Journey's End,Belasco Theatre,46.58,3453,1017
27065,2007,March,42,612192.0,Les Miserables,Broadhurst Theatre,77.02,7948,1122
27066,2007,March,42,867128.0,Mamma Mia!,Broadhurst Theatre,73.94,11728,1498
27067,2007,March,42,1188689.0,Mary Poppins,New Amsterdam Theatre,83.3,14270,1791
27068,2007,March,42,170071.0,Prelude to a Kiss,American Airlines Theatre,41.89,4060,740
27069,2007,March,42,425879.0,Rent,Nederlander Theatre,57.78,7371,1181
27070,2007,March,42,836446.0,Spamalot,Sam S. Shubert Theatre,80.04,10450,1441
27071,2007,March,42,535772.0,Spring Awakening,Eugene O'Neill Theatre,73.57,7282,1090
27072,2007,March,42,267631.0,Talk Radio,Longacre Theatre,52.34,5113,1095
27073,2007,March,42,644115.0,Tarzan,Richard Rodgers Theatre,67.22,9582,1319
27074,2007,March,42,229002.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,54.37,4212,684
27075,2007,March,42,576164.0,The Coast of Utopia,Vivian Beaumont Theater,85.74,6720,1047
27076,2007,March,42,718899.0,The Color Purple,Broadway Theatre,64.32,11177,1718
27077,2007,March,42,828384.0,The Drowsy Chaperone,Marquis Theatre,73.27,11306,1611
27078,2007,March,42,1129632.0,The Lion King,Minskoff Theatre,89.04,12687,1598
27079,2007,March,42,780406.0,The Phantom of the Opera,Majestic Theatre,63.37,12315,1607
27080,2007,March,42,590498.0,The Pirate Queen,Hilton Theatre,57.84,10210,1799
27081,2007,March,42,429558.0,The Producers,St. James Theatre,61.64,6969,1706
27082,2007,March,42,408605.0,The Year of Magical Thinking,Booth Theatre,78.55,5202,782
27083,2007,March,42,1388693.0,Wicked,Gershwin Theatre,95.96,14472,1809
27084,2007,March,43,673043.0,A Chorus Line,Gerald Schoenfeld Theatre,88.65,7592,1069
27085,2007,March,43,373086.0,Avenue Q,John Golden Theatre,69.67,5355,796
27086,2007,March,43,723009.0,Beauty and the Beast,Lunt-Fontanne Theatre,63.68,11354,1509
27087,2007,March,43,574212.0,Chicago,Ambassador Theatre,72.14,7960,1080
27088,2007,March,43,314585.0,Company,Ethel Barrymore Theatre,66.49,4731,1046
27089,2007,March,43,678568.0,Curtains,Al Hirschfeld Theatre,73.07,9287,1422
27090,2007,March,43,385301.0,Grey Gardens,Walter Kerr Theatre,73.15,5267,922
27091,2007,March,43,643369.0,Hairspray,Neil Simon Theatre,63.08,10200,1428
27092,2007,March,43,355133.0,Inherit the Wind,Lyceum Theatre,73.66,4821,934
27093,2007,March,43,1166505.0,Jersey Boys,August Wilson Theatre,118.51,9843,1222
27094,2007,March,43,157884.0,Journey's End,Belasco Theatre,47.1,3352,1017
27095,2007,March,43,655510.0,Les Miserables,Broadhurst Theatre,75.73,8656,1122
27096,2007,March,43,872165.0,Mamma Mia!,Broadhurst Theatre,75.54,11546,1498
27097,2007,March,43,1138310.0,Mary Poppins,New Amsterdam Theatre,80.73,14100,1791
27098,2007,March,43,198534.0,Prelude to a Kiss,American Airlines Theatre,42.88,4630,740
27099,2007,March,43,418196.0,Rent,Nederlander Theatre,55.48,7538,1181
27100,2007,March,43,892719.0,Spamalot,Sam S. Shubert Theatre,77.58,11507,1441
27101,2007,March,43,578437.0,Spring Awakening,Eugene O'Neill Theatre,76.71,7541,1090
27102,2007,March,43,305723.0,Talk Radio,Longacre Theatre,56.85,5378,1095
